,v,tau,true_pValue,conventional_power,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,par_ind,True_correlation,TypeIerror,nreps,full_speed
0,0.028,0.21990126436143387,1.166476649050452e-06,0.9940726437132065,,,,,,,,,,,,,,,,
56,,,,,ddm,240,80,0,1.18,0.5,0.5,0.3,0.33,0.1,0.25,0,0.5,0.05,500,1
