,Esti_r,Esti_pValue,True_r,True_pValue,ACC_average,RT_average,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,par_ind,True_correlation,TypeIerror,nreps,full_speed
0,-0.05236667746255685,0.6445640806170366,0.11731654816240789,0.3000246759248708,0.7089583333333332,1.7124172142970686,,,,,,,,,,,,,,,,
1,0.05192841337654305,0.6473399034875016,0.19372508183540052,0.08510368639650034,0.7084895833333335,1.6976148780078315,,,,,,,,,,,,,,,,
2,0.08592315024810818,0.44855413351404394,0.054687617748207615,0.6299456256708516,0.7294270833333332,1.9471006609383035,,,,,,,,,,,,,,,,
3,0.03264289308044233,0.7737690142076812,0.03442067573620716,0.7618042594534584,0.7040625000000001,1.8269246975945612,,,,,,,,,,,,,,,,
4,0.004238199289139724,0.9702369110497508,0.2781091270888558,0.012495887790354527,0.7313020833333336,1.7378299177787273,,,,,,,,,,,,,,,,
5,0.0776270512398315,0.49370762083720765,0.11731654816240789,0.3000246759248708,0.7068750000000001,1.6852489993286632,,,,,,,,,,,,,,,,
6,-0.05808075720345619,0.6088284967502144,0.19372508183540052,0.08510368639650034,0.7128125,1.8075093127119666,,,,,,,,,,,,,,,,
7,-0.06348414435967834,0.5758562738490525,0.10041177742731036,0.37550010538522616,0.7154166666666668,1.7469231027853673,,,,,,,,,,,,,,,,
8,-0.025777289741250736,0.8204485301739217,0.12039676647638889,0.28742450937280817,0.7069270833333334,1.818358534613314,,,,,,,,,,,,,,,,
9,-0.17767840979493077,0.11484928191118174,0.22094328790956647,0.048897140696604655,0.7176041666666666,1.7805525288350563,,,,,,,,,,,,,,,,
10,0.11247558631850291,0.32054648351355497,0.11731654816240789,0.3000246759248708,0.706510416666667,1.7622935947659424,,,,,,,,,,,,,,,,
11,-0.002106702364925564,0.9852029820728772,0.19372508183540052,0.08510368639650034,0.7055208333333329,1.8194612054402632,,,,,,,,,,,,,,,,
12,-0.2746512224442052,0.013682035710557965,0.1555933840995694,0.16814888469106998,0.7108333333333332,1.7862105683035534,,,,,,,,,,,,,,,,
13,-0.21769133568847351,0.052406682441493796,0.06765502986332239,0.5509848270329745,0.7030208333333332,1.897852660667462,,,,,,,,,,,,,,,,
14,-0.06630641863039972,0.5589698053831271,0.030194104278103262,0.7903358818226861,0.7458854166666665,1.799726877552457,,,,,,,,,,,,,,,,
15,0.08055841563896486,0.47748592448479665,0.11731654816240789,0.3000246759248708,0.70625,1.7432382981075594,,,,,,,,,,,,,,,,
16,0.049503179859658956,0.6627867568244019,0.19372508183540052,0.08510368639650034,0.7076041666666667,1.863196746083752,,,,,,,,,,,,,,,,
17,0.16916066428834378,0.1336041638215837,0.0742270002789884,0.5128791596953766,0.7409375,1.895482744517114,,,,,,,,,,,,,,,,
18,-0.0414527281769116,0.7150470800382341,0.17867258864577504,0.11279978778127447,0.7091145833333331,1.8713616834161801,,,,,,,,,,,,,,,,
19,0.07558703466287303,0.5051651061602903,0.2781091270888558,0.012495887790354527,0.7447395833333335,1.8393000406057887,,,,,,,,,,,,,,,,
20,0.05953557736617368,0.5998701264933386,0.11731654816240789,0.3000246759248708,0.7025000000000003,1.7548547736586382,,,,,,,,,,,,,,,,
21,0.15423025258733325,0.1719531235668507,0.11702984336913694,0.3012155862653892,0.7080729166666668,1.8335943018117296,,,,,,,,,,,,,,,,
22,-0.032699392959561965,0.7733879326134511,0.03828311536398193,0.7360044873044059,0.7095312499999997,1.975651576539967,,,,,,,,,,,,,,,,
23,-0.15474853228473853,0.17049933175885987,0.06660884630256851,0.5571743807950094,0.7058333333333333,1.7760965589185556,,,,,,,,,,,,,,,,
24,0.026853219585642893,0.813087381695494,-0.0853407180833459,0.451647131508794,0.7217708333333331,1.8293513354868622,,,,,,,,,,,,,,,,
25,-0.1084530802855095,0.3382668807075436,0.11731654816240789,0.3000246759248708,0.7046875000000001,1.6974534655370128,,,,,,,,,,,,,,,,
26,0.12560811898805055,0.26691495216731165,0.19372508183540052,0.08510368639650034,0.7103645833333334,1.7107005916838538,,,,,,,,,,,,,,,,
27,-0.015013777295343464,0.8948409343157875,0.15139480674375078,0.1800679186754899,0.7058333333333333,1.8445497900922792,,,,,,,,,,,,,,,,
28,0.03577443392743496,0.7527303917823969,0.1290785071159455,0.2538182330372417,0.7110937499999997,1.7565065545006657,,,,,,,,,,,,,,,,
29,-0.006890577400063491,0.9516284598926348,0.1788237221067676,0.11249071788648708,0.7319270833333331,1.8121016577382878,,,,,,,,,,,,,,,,
30,0.002056831492489225,0.9855532262089758,0.11731654816240789,0.3000246759248708,0.6988020833333334,1.6618023350446793,,,,,,,,,,,,,,,,
31,-0.02242800553754748,0.8434599041463192,0.19372508183540052,0.08510368639650034,0.7168749999999995,1.7921723252790986,,,,,,,,,,,,,,,,
32,0.12540517734647424,0.26769467550053583,0.017817034351771552,0.8753514602039889,0.7315625000000001,1.88340154616395,,,,,,,,,,,,,,,,
33,0.08001643384517745,0.4804634455261764,0.16562823745200947,0.1420307523623467,0.7182812499999998,1.8366455854747135,,,,,,,,,,,,,,,,
34,0.05983546041446146,0.5980308290501557,0.3049340239224375,0.005953755287811136,0.7390625,1.7799073668173517,,,,,,,,,,,,,,,,
35,0.08107109305747315,0.47467853165099466,0.11731654816240789,0.3000246759248708,0.71375,1.8560078453738247,,,,,,,,,,,,,,,,
36,0.004539666484191046,0.9681209022609335,0.20146871759761906,0.07312424927570024,0.7148437499999999,1.8928842599744278,,,,,,,,,,,,,,,,
37,0.05283466041249464,0.6416053841828986,0.17490967050974143,0.12070851029858337,0.7131250000000001,1.9258652655671658,,,,,,,,,,,,,,,,
