,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
0,0.989,0.998,0.983,0.998,,,,,,,,,,,,,,,
1,0.994,0.998,0.986,0.997,,,,,,,,,,,,,,,
2,0.993,0.997,0.993,0.997,,,,,,,,,,,,,,,
3,0.989,0.998,0.986,0.998,,,,,,,,,,,,,,,
4,0.992,0.997,0.992,0.997,,,,,,,,,,,,,,,
5,0.993,0.998,0.99,0.997,,,,,,,,,,,,,,,
6,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
7,0.989,0.997,0.99,0.998,,,,,,,,,,,,,,,
8,0.992,0.998,0.99,0.997,,,,,,,,,,,,,,,
9,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
10,0.989,0.998,0.989,0.996,,,,,,,,,,,,,,,
11,0.994,0.997,0.988,0.996,,,,,,,,,,,,,,,
12,0.99,0.998,0.991,0.999,,,,,,,,,,,,,,,
13,0.989,0.999,0.988,0.996,,,,,,,,,,,,,,,
14,0.988,0.998,0.986,0.997,,,,,,,,,,,,,,,
15,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
16,0.992,0.998,0.99,0.999,,,,,,,,,,,,,,,
17,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
18,0.99,0.998,0.988,0.998,,,,,,,,,,,,,,,
19,0.991,0.997,0.987,0.998,,,,,,,,,,,,,,,
20,0.988,0.998,0.987,0.998,,,,,,,,,,,,,,,
21,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
22,0.991,0.998,0.991,0.999,,,,,,,,,,,,,,,
23,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
24,0.993,0.996,0.992,0.998,,,,,,,,,,,,,,,
25,0.992,0.999,0.985,0.998,,,,,,,,,,,,,,,
26,0.992,0.997,0.988,0.997,,,,,,,,,,,,,,,
27,0.994,0.998,0.986,0.997,,,,,,,,,,,,,,,
28,0.99,0.999,0.99,0.998,,,,,,,,,,,,,,,
29,0.994,0.998,0.995,0.999,,,,,,,,,,,,,,,
30,0.992,0.998,0.989,0.995,,,,,,,,,,,,,,,
31,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
32,0.989,0.998,0.989,0.997,,,,,,,,,,,,,,,
33,0.99,0.996,0.99,0.998,,,,,,,,,,,,,,,
34,0.987,0.996,0.99,0.997,,,,,,,,,,,,,,,
35,0.987,0.998,0.989,0.998,,,,,,,,,,,,,,,
36,0.981,0.998,0.988,0.998,,,,,,,,,,,,,,,
37,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
38,0.976,0.998,0.986,0.998,,,,,,,,,,,,,,,
39,0.993,0.997,0.99,0.998,,,,,,,,,,,,,,,
40,0.992,0.998,0.993,0.997,,,,,,,,,,,,,,,
41,0.989,0.997,0.985,0.999,,,,,,,,,,,,,,,
42,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
43,0.991,0.997,0.989,0.998,,,,,,,,,,,,,,,
44,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
45,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
46,0.993,0.998,0.985,0.997,,,,,,,,,,,,,,,
47,0.992,0.997,0.987,0.998,,,,,,,,,,,,,,,
48,0.987,0.997,0.993,0.998,,,,,,,,,,,,,,,
49,0.994,0.998,0.985,0.998,,,,,,,,,,,,,,,
50,0.988,0.998,0.98,0.997,,,,,,,,,,,,,,,
51,0.987,0.996,0.99,0.998,,,,,,,,,,,,,,,
