,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
43,0.992,0.997,0.989,0.998,,,,,,,,,,,,,,,
44,0.985,0.997,0.987,0.998,,,,,,,,,,,,,,,
45,0.989,0.997,0.991,0.997,,,,,,,,,,,,,,,
46,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
47,0.988,0.997,0.99,0.998,,,,,,,,,,,,,,,
48,0.992,0.998,0.989,0.997,,,,,,,,,,,,,,,
49,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
50,0.99,0.998,0.987,0.997,,,,,,,,,,,,,,,
51,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
52,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
53,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
54,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
55,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
56,0.99,0.998,0.991,0.998,,,,,,,,,,,,,,,
57,0.987,0.998,0.99,0.998,,,,,,,,,,,,,,,
58,0.99,0.998,0.991,0.997,,,,,,,,,,,,,,,
59,0.987,0.998,0.992,0.998,,,,,,,,,,,,,,,
60,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
61,0.99,0.998,0.99,0.998,,,,,,,,,,,,,,,
62,0.984,0.998,0.986,0.998,,,,,,,,,,,,,,,
63,0.989,0.998,0.986,0.997,,,,,,,,,,,,,,,
64,0.991,0.997,0.988,0.999,,,,,,,,,,,,,,,
65,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
66,0.993,0.997,0.989,0.997,,,,,,,,,,,,,,,
67,0.989,0.997,0.988,0.996,,,,,,,,,,,,,,,
68,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
69,0.991,0.998,0.991,0.997,,,,,,,,,,,,,,,
70,0.989,0.998,0.989,0.996,,,,,,,,,,,,,,,
71,0.993,0.997,0.989,0.998,,,,,,,,,,,,,,,
72,0.99,0.998,0.988,0.998,,,,,,,,,,,,,,,
73,0.99,0.998,0.988,0.998,,,,,,,,,,,,,,,
74,0.989,0.998,0.99,0.997,,,,,,,,,,,,,,,
75,0.993,0.997,0.993,0.998,,,,,,,,,,,,,,,
76,0.992,0.997,0.988,0.998,,,,,,,,,,,,,,,
77,0.989,0.997,0.99,0.998,,,,,,,,,,,,,,,
78,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
79,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
80,0.992,0.998,0.991,0.997,,,,,,,,,,,,,,,
81,0.992,0.997,0.988,0.997,,,,,,,,,,,,,,,
82,0.99,0.998,0.986,0.998,,,,,,,,,,,,,,,
83,0.992,0.997,0.988,0.997,,,,,,,,,,,,,,,
84,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
85,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
86,0.991,0.998,0.986,0.998,,,,,,,,,,,,,,,
87,0.992,0.998,0.992,0.997,,,,,,,,,,,,,,,
88,0.988,0.998,0.989,0.997,,,,,,,,,,,,,,,
89,0.992,0.997,0.991,0.997,,,,,,,,,,,,,,,
90,0.993,0.998,0.992,0.997,,,,,,,,,,,,,,,
91,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
92,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
93,0.985,0.998,0.99,0.998,,,,,,,,,,,,,,,
94,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
95,0.992,0.998,0.989,0.996,,,,,,,,,,,,,,,
96,0.99,0.997,0.988,0.998,,,,,,,,,,,,,,,
97,0.991,0.998,0.988,0.998,,,,,,,,,,,,,,,
98,0.991,0.997,0.987,0.998,,,,,,,,,,,,,,,
99,0.99,0.997,0.99,0.996,,,,,,,,,,,,,,,
100,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
101,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
102,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
103,0.99,0.998,0.985,0.998,,,,,,,,,,,,,,,
104,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
105,0.993,0.998,0.993,0.998,,,,,,,,,,,,,,,
106,0.993,0.997,0.991,0.998,,,,,,,,,,,,,,,
107,0.989,0.998,0.993,0.997,,,,,,,,,,,,,,,
108,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
109,0.994,0.997,0.989,0.997,,,,,,,,,,,,,,,
110,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
111,0.99,0.997,0.993,0.998,,,,,,,,,,,,,,,
112,0.991,0.998,0.991,0.997,,,,,,,,,,,,,,,
113,0.986,0.998,0.991,0.998,,,,,,,,,,,,,,,
114,0.988,0.998,0.989,0.997,,,,,,,,,,,,,,,
115,0.99,0.997,0.992,0.997,,,,,,,,,,,,,,,
116,0.994,0.998,0.99,0.998,,,,,,,,,,,,,,,
117,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
118,0.994,0.997,0.989,0.997,,,,,,,,,,,,,,,
119,0.993,0.997,0.989,0.998,,,,,,,,,,,,,,,
120,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
121,0.993,0.997,0.989,0.997,,,,,,,,,,,,,,,
122,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
123,0.994,0.997,0.991,0.996,,,,,,,,,,,,,,,
124,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
125,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
126,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
127,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
128,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
129,0.989,0.998,0.991,0.998,,,,,,,,,,,,,,,
130,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
131,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
132,0.991,0.996,0.991,0.998,,,,,,,,,,,,,,,
133,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
134,0.988,0.998,0.991,0.998,,,,,,,,,,,,,,,
135,0.99,0.998,0.99,0.997,,,,,,,,,,,,,,,
136,0.991,0.997,0.985,0.998,,,,,,,,,,,,,,,
137,0.992,0.998,0.99,0.998,,,,,,,,,,,,,,,
138,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
139,0.993,0.997,0.988,0.997,,,,,,,,,,,,,,,
140,0.991,0.998,0.992,0.997,,,,,,,,,,,,,,,
141,0.991,0.996,0.987,0.997,,,,,,,,,,,,,,,
142,0.986,0.998,0.988,0.997,,,,,,,,,,,,,,,
143,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
144,0.992,0.998,0.99,0.997,,,,,,,,,,,,,,,
145,0.989,0.998,0.991,0.996,,,,,,,,,,,,,,,
146,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
147,0.988,0.996,0.99,0.998,,,,,,,,,,,,,,,
148,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
149,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
150,0.991,0.997,0.992,0.997,,,,,,,,,,,,,,,
151,0.991,0.996,0.988,0.998,,,,,,,,,,,,,,,
152,0.987,0.998,0.991,0.998,,,,,,,,,,,,,,,
153,0.99,0.998,0.986,0.997,,,,,,,,,,,,,,,
154,0.988,0.998,0.986,0.998,,,,,,,,,,,,,,,
155,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
156,0.99,0.998,0.99,0.997,,,,,,,,,,,,,,,
157,0.989,0.998,0.99,0.997,,,,,,,,,,,,,,,
158,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
159,0.989,0.997,0.984,0.998,,,,,,,,,,,,,,,
160,0.987,0.998,0.992,0.998,,,,,,,,,,,,,,,
161,0.991,0.997,0.993,0.998,,,,,,,,,,,,,,,
162,0.984,0.997,0.989,0.998,,,,,,,,,,,,,,,
163,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
164,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
165,0.989,0.997,0.985,0.998,,,,,,,,,,,,,,,
166,0.987,0.997,0.985,0.996,,,,,,,,,,,,,,,
167,0.988,0.998,0.992,0.998,,,,,,,,,,,,,,,
168,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
169,0.994,0.998,0.992,0.998,,,,,,,,,,,,,,,
170,0.987,0.997,0.986,0.996,,,,,,,,,,,,,,,
171,0.99,0.998,0.986,0.998,,,,,,,,,,,,,,,
172,0.988,0.998,0.989,0.999,,,,,,,,,,,,,,,
173,0.991,0.997,0.988,0.999,,,,,,,,,,,,,,,
174,0.992,0.997,0.99,0.999,,,,,,,,,,,,,,,
175,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
176,0.988,0.998,0.987,0.999,,,,,,,,,,,,,,,
177,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
178,0.989,0.998,0.987,0.998,,,,,,,,,,,,,,,
179,0.986,0.998,0.984,0.998,,,,,,,,,,,,,,,
180,0.992,0.998,0.993,0.998,,,,,,,,,,,,,,,
181,0.989,0.998,0.986,0.998,,,,,,,,,,,,,,,
182,0.991,0.998,0.988,0.998,,,,,,,,,,,,,,,
183,0.99,0.997,0.991,0.997,,,,,,,,,,,,,,,
184,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
185,0.988,0.998,0.991,0.997,,,,,,,,,,,,,,,
186,0.99,0.997,0.989,0.997,,,,,,,,,,,,,,,
187,0.991,0.997,0.987,0.997,,,,,,,,,,,,,,,
188,0.99,0.997,0.99,0.996,,,,,,,,,,,,,,,
189,0.992,0.998,0.993,0.998,,,,,,,,,,,,,,,
190,0.99,0.998,0.991,0.997,,,,,,,,,,,,,,,
191,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
192,0.99,0.997,0.99,0.999,,,,,,,,,,,,,,,
193,0.994,0.997,0.99,0.997,,,,,,,,,,,,,,,
194,0.992,0.997,0.987,0.998,,,,,,,,,,,,,,,
195,0.986,0.998,0.991,0.997,,,,,,,,,,,,,,,
196,0.99,0.998,0.988,0.999,,,,,,,,,,,,,,,
197,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
198,0.992,0.998,0.987,0.998,,,,,,,,,,,,,,,
199,0.988,0.997,0.989,0.997,,,,,,,,,,,,,,,
200,0.988,0.998,0.988,0.997,,,,,,,,,,,,,,,
201,0.991,0.998,0.989,0.999,,,,,,,,,,,,,,,
202,0.992,0.998,0.987,0.998,,,,,,,,,,,,,,,
203,0.988,0.998,0.991,0.997,,,,,,,,,,,,,,,
204,0.992,0.997,0.989,0.998,,,,,,,,,,,,,,,
205,0.99,0.997,0.991,0.997,,,,,,,,,,,,,,,
206,0.988,0.998,0.983,0.998,,,,,,,,,,,,,,,
207,0.993,0.998,0.992,0.999,,,,,,,,,,,,,,,
208,0.99,0.998,0.99,0.998,,,,,,,,,,,,,,,
209,0.99,0.998,0.987,0.997,,,,,,,,,,,,,,,
210,0.989,0.998,0.991,0.998,,,,,,,,,,,,,,,
211,0.992,0.997,0.991,0.997,,,,,,,,,,,,,,,
212,0.989,0.998,0.991,0.997,,,,,,,,,,,,,,,
213,0.982,0.998,0.989,0.997,,,,,,,,,,,,,,,
214,0.99,0.998,0.989,0.997,,,,,,,,,,,,,,,
215,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
216,0.992,0.998,0.992,0.997,,,,,,,,,,,,,,,
217,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
218,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
219,0.991,0.997,0.991,0.997,,,,,,,,,,,,,,,
220,0.992,0.998,0.993,0.997,,,,,,,,,,,,,,,
221,0.992,0.997,0.988,0.998,,,,,,,,,,,,,,,
222,0.992,0.998,0.983,0.996,,,,,,,,,,,,,,,
223,0.994,0.997,0.99,0.998,,,,,,,,,,,,,,,
224,0.987,0.998,0.985,0.998,,,,,,,,,,,,,,,
225,0.987,0.998,0.986,0.997,,,,,,,,,,,,,,,
226,0.991,0.997,0.989,0.998,,,,,,,,,,,,,,,
227,0.993,0.997,0.989,0.997,,,,,,,,,,,,,,,
228,0.99,0.997,0.992,0.998,,,,,,,,,,,,,,,
229,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
230,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
231,0.988,0.998,0.986,0.998,,,,,,,,,,,,,,,
232,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
233,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
234,0.993,0.998,0.99,0.997,,,,,,,,,,,,,,,
235,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
236,0.992,0.997,0.989,0.997,,,,,,,,,,,,,,,
237,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
238,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
239,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
240,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
241,0.987,0.998,0.987,0.998,,,,,,,,,,,,,,,
242,0.992,0.997,0.99,0.996,,,,,,,,,,,,,,,
243,0.988,0.997,0.984,0.998,,,,,,,,,,,,,,,
244,0.992,0.998,0.987,0.997,,,,,,,,,,,,,,,
245,0.986,0.998,0.99,0.998,,,,,,,,,,,,,,,
246,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
247,0.994,0.997,0.985,0.997,,,,,,,,,,,,,,,
248,0.99,0.998,0.989,0.997,,,,,,,,,,,,,,,
249,0.987,0.997,0.988,0.998,,,,,,,,,,,,,,,
250,0.986,0.997,0.988,0.998,,,,,,,,,,,,,,,
251,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
252,0.993,0.998,0.993,0.998,,,,,,,,,,,,,,,
253,0.986,0.998,0.986,0.997,,,,,,,,,,,,,,,
254,0.988,0.997,0.988,0.997,,,,,,,,,,,,,,,
255,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
256,0.992,0.997,0.988,0.998,,,,,,,,,,,,,,,
257,0.994,0.998,0.99,0.998,,,,,,,,,,,,,,,
258,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
259,0.992,0.997,0.992,0.997,,,,,,,,,,,,,,,
260,0.986,0.999,0.99,0.998,,,,,,,,,,,,,,,
261,0.991,0.998,0.992,0.998,,,,,,,,,,,,,,,
262,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
263,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
264,0.988,0.998,0.988,0.998,,,,,,,,,,,,,,,
265,0.99,0.997,0.99,0.997,,,,,,,,,,,,,,,
266,0.991,0.998,0.989,0.996,,,,,,,,,,,,,,,
267,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
268,0.988,0.997,0.991,0.998,,,,,,,,,,,,,,,
269,0.994,0.997,0.99,0.997,,,,,,,,,,,,,,,
270,0.991,0.997,0.987,0.997,,,,,,,,,,,,,,,
271,0.985,0.998,0.986,0.998,,,,,,,,,,,,,,,
272,0.99,0.998,0.991,0.998,,,,,,,,,,,,,,,
273,0.99,0.996,0.988,0.997,,,,,,,,,,,,,,,
274,0.991,0.998,0.992,0.998,,,,,,,,,,,,,,,
275,0.991,0.998,0.991,0.996,,,,,,,,,,,,,,,
276,0.989,0.998,0.987,0.997,,,,,,,,,,,,,,,
277,0.99,0.998,0.988,0.998,,,,,,,,,,,,,,,
278,0.985,0.998,0.988,0.997,,,,,,,,,,,,,,,
279,0.993,0.997,0.99,0.996,,,,,,,,,,,,,,,
280,0.989,0.998,0.988,0.997,,,,,,,,,,,,,,,
281,0.989,0.997,0.988,0.998,,,,,,,,,,,,,,,
282,0.99,0.998,0.99,0.999,,,,,,,,,,,,,,,
283,0.989,0.997,0.992,0.998,,,,,,,,,,,,,,,
284,0.984,0.998,0.988,0.998,,,,,,,,,,,,,,,
285,0.989,0.997,0.991,0.997,,,,,,,,,,,,,,,
286,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
287,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
288,0.989,0.998,0.987,0.998,,,,,,,,,,,,,,,
289,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
290,0.987,0.997,0.988,0.997,,,,,,,,,,,,,,,
291,0.99,0.998,0.987,0.997,,,,,,,,,,,,,,,
292,0.987,0.998,0.989,0.998,,,,,,,,,,,,,,,
293,0.984,0.997,0.989,0.997,,,,,,,,,,,,,,,
294,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
295,0.991,0.998,0.993,0.997,,,,,,,,,,,,,,,
296,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
297,0.991,0.997,0.987,0.998,,,,,,,,,,,,,,,
298,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
299,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
300,0.988,0.998,0.987,0.998,,,,,,,,,,,,,,,
301,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
302,0.99,0.998,0.99,0.997,,,,,,,,,,,,,,,
303,0.991,0.997,0.988,0.997,,,,,,,,,,,,,,,
304,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
305,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
306,0.989,0.998,0.99,0.997,,,,,,,,,,,,,,,
307,0.989,0.997,0.988,0.996,,,,,,,,,,,,,,,
308,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
309,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
310,0.986,0.998,0.993,0.997,,,,,,,,,,,,,,,
311,0.988,0.997,0.991,0.998,,,,,,,,,,,,,,,
312,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
313,0.987,0.998,0.988,0.997,,,,,,,,,,,,,,,
314,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
315,0.983,0.998,0.987,0.997,,,,,,,,,,,,,,,
316,0.99,0.997,0.99,0.998,,,,,,,,,,,,,,,
317,0.992,0.996,0.993,0.997,,,,,,,,,,,,,,,
318,0.992,0.998,0.987,0.997,,,,,,,,,,,,,,,
319,0.99,0.997,0.991,0.998,,,,,,,,,,,,,,,
320,0.987,0.998,0.989,0.998,,,,,,,,,,,,,,,
321,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
322,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
323,0.991,0.998,0.989,0.996,,,,,,,,,,,,,,,
324,0.989,0.997,0.992,0.998,,,,,,,,,,,,,,,
325,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
326,0.993,0.998,0.992,0.998,,,,,,,,,,,,,,,
327,0.985,0.997,0.989,0.998,,,,,,,,,,,,,,,
328,0.988,0.997,0.983,0.998,,,,,,,,,,,,,,,
329,0.991,0.998,0.988,0.998,,,,,,,,,,,,,,,
330,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
331,0.99,0.998,0.986,0.997,,,,,,,,,,,,,,,
332,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
333,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
334,0.989,0.998,0.988,0.997,,,,,,,,,,,,,,,
335,0.985,0.999,0.99,0.998,,,,,,,,,,,,,,,
336,0.986,0.998,0.989,0.999,,,,,,,,,,,,,,,
337,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
338,0.991,0.998,0.987,0.998,,,,,,,,,,,,,,,
339,0.992,0.998,0.993,0.997,,,,,,,,,,,,,,,
340,0.988,0.997,0.99,0.998,,,,,,,,,,,,,,,
341,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
342,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
343,0.989,0.998,0.992,0.997,,,,,,,,,,,,,,,
344,0.994,0.997,0.991,0.998,,,,,,,,,,,,,,,
345,0.989,0.998,0.991,0.996,,,,,,,,,,,,,,,
346,0.988,0.997,0.989,0.997,,,,,,,,,,,,,,,
347,0.991,0.998,0.991,0.998,,,,,,,,,,,,,,,
348,0.993,0.998,0.992,0.998,,,,,,,,,,,,,,,
349,0.988,0.998,0.993,0.998,,,,,,,,,,,,,,,
350,0.988,0.997,0.988,0.997,,,,,,,,,,,,,,,
351,0.992,0.998,0.988,0.997,,,,,,,,,,,,,,,
352,0.988,0.997,0.992,0.997,,,,,,,,,,,,,,,
353,0.99,0.997,0.991,0.998,,,,,,,,,,,,,,,
354,0.991,0.998,0.992,0.997,,,,,,,,,,,,,,,
355,0.987,0.997,0.992,0.998,,,,,,,,,,,,,,,
356,0.994,0.998,0.988,0.997,,,,,,,,,,,,,,,
357,0.992,0.998,0.99,0.997,,,,,,,,,,,,,,,
358,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
359,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
360,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
361,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
362,0.99,0.998,0.985,0.998,,,,,,,,,,,,,,,
363,0.99,0.998,0.991,0.998,,,,,,,,,,,,,,,
364,0.989,0.997,0.991,0.996,,,,,,,,,,,,,,,
365,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
366,0.99,0.997,0.99,0.997,,,,,,,,,,,,,,,
367,0.99,0.997,0.989,0.996,,,,,,,,,,,,,,,
368,0.989,0.997,0.987,0.997,,,,,,,,,,,,,,,
369,0.992,0.998,0.989,0.997,,,,,,,,,,,,,,,
370,0.989,0.997,0.991,0.997,,,,,,,,,,,,,,,
371,0.993,0.998,0.987,0.998,,,,,,,,,,,,,,,
372,0.988,0.997,0.991,0.997,,,,,,,,,,,,,,,
373,0.992,0.997,0.99,0.997,,,,,,,,,,,,,,,
374,0.994,0.997,0.986,0.998,,,,,,,,,,,,,,,
375,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
376,0.99,0.999,0.991,0.998,,,,,,,,,,,,,,,
377,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
378,0.99,0.998,0.987,0.997,,,,,,,,,,,,,,,
379,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
380,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
381,0.992,0.998,0.99,0.997,,,,,,,,,,,,,,,
382,0.992,0.998,0.992,0.997,,,,,,,,,,,,,,,
383,0.989,0.997,0.988,0.998,,,,,,,,,,,,,,,
384,0.988,0.998,0.989,0.997,,,,,,,,,,,,,,,
385,0.992,0.997,0.991,0.997,,,,,,,,,,,,,,,
386,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
387,0.991,0.997,0.99,0.996,,,,,,,,,,,,,,,
388,0.989,0.997,0.99,0.998,,,,,,,,,,,,,,,
389,0.988,0.996,0.988,0.998,,,,,,,,,,,,,,,
390,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
391,0.992,0.998,0.989,0.998,,,,,,,,,,,,,,,
392,0.987,0.998,0.99,0.998,,,,,,,,,,,,,,,
393,0.985,0.998,0.989,0.999,,,,,,,,,,,,,,,
394,0.991,0.997,0.994,0.998,,,,,,,,,,,,,,,
395,0.992,0.998,0.987,0.998,,,,,,,,,,,,,,,
396,0.992,0.996,0.989,0.998,,,,,,,,,,,,,,,
397,0.991,0.996,0.988,0.997,,,,,,,,,,,,,,,
398,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
399,0.989,0.997,0.99,0.998,,,,,,,,,,,,,,,
400,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
401,0.993,0.998,0.99,0.997,,,,,,,,,,,,,,,
402,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
403,0.99,0.997,0.991,0.998,,,,,,,,,,,,,,,
404,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
405,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
406,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
407,0.991,0.998,0.988,0.997,,,,,,,,,,,,,,,
408,0.992,0.997,0.987,0.996,,,,,,,,,,,,,,,
409,0.992,0.997,0.992,0.997,,,,,,,,,,,,,,,
410,0.992,0.997,0.988,0.999,,,,,,,,,,,,,,,
411,0.986,0.998,0.99,0.997,,,,,,,,,,,,,,,
412,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
413,0.988,0.998,0.989,0.998,,,,,,,,,,,,,,,
414,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
415,0.99,0.998,0.989,0.997,,,,,,,,,,,,,,,
416,0.993,0.997,0.991,0.997,,,,,,,,,,,,,,,
417,0.994,0.997,0.989,0.997,,,,,,,,,,,,,,,
418,0.991,0.998,0.988,0.998,,,,,,,,,,,,,,,
