,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
220,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
221,0.985,0.997,0.986,0.997,,,,,,,,,,,,,,,
222,0.99,0.997,0.983,0.997,,,,,,,,,,,,,,,
223,0.976,0.997,0.979,0.997,,,,,,,,,,,,,,,
224,0.987,0.997,0.986,0.998,,,,,,,,,,,,,,,
225,0.985,0.996,0.984,0.997,,,,,,,,,,,,,,,
226,0.974,0.998,0.982,0.995,,,,,,,,,,,,,,,
227,0.985,0.997,0.985,0.996,,,,,,,,,,,,,,,
228,0.982,0.997,0.983,0.998,,,,,,,,,,,,,,,
229,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
230,0.986,0.996,0.988,0.997,,,,,,,,,,,,,,,
231,0.989,0.998,0.981,0.997,,,,,,,,,,,,,,,
232,0.988,0.997,0.987,0.998,,,,,,,,,,,,,,,
233,0.982,0.997,0.988,0.997,,,,,,,,,,,,,,,
234,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
235,0.985,0.997,0.988,0.998,,,,,,,,,,,,,,,
236,0.986,0.997,0.983,0.998,,,,,,,,,,,,,,,
237,0.99,0.997,0.986,0.996,,,,,,,,,,,,,,,
238,0.984,0.995,0.986,0.998,,,,,,,,,,,,,,,
239,0.989,0.996,0.986,0.996,,,,,,,,,,,,,,,
240,0.987,0.997,0.989,0.998,,,,,,,,,,,,,,,
241,0.991,0.996,0.984,0.996,,,,,,,,,,,,,,,
242,0.986,0.997,0.983,0.997,,,,,,,,,,,,,,,
243,0.99,0.998,0.983,0.998,,,,,,,,,,,,,,,
244,0.991,0.997,0.987,0.997,,,,,,,,,,,,,,,
245,0.985,0.995,0.982,0.997,,,,,,,,,,,,,,,
246,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
247,0.986,0.998,0.991,0.997,,,,,,,,,,,,,,,
248,0.986,0.998,0.982,0.996,,,,,,,,,,,,,,,
249,0.981,0.996,0.989,0.998,,,,,,,,,,,,,,,
250,0.993,0.996,0.99,0.999,,,,,,,,,,,,,,,
251,0.985,0.997,0.987,0.996,,,,,,,,,,,,,,,
252,0.991,0.996,0.984,0.998,,,,,,,,,,,,,,,
253,0.993,0.995,0.989,0.998,,,,,,,,,,,,,,,
254,0.988,0.997,0.988,0.996,,,,,,,,,,,,,,,
255,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
256,0.982,0.997,0.987,0.995,,,,,,,,,,,,,,,
257,0.99,0.997,0.976,0.997,,,,,,,,,,,,,,,
258,0.983,0.997,0.984,0.996,,,,,,,,,,,,,,,
259,0.981,0.996,0.98,0.997,,,,,,,,,,,,,,,
260,0.979,0.996,0.989,0.997,,,,,,,,,,,,,,,
261,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
262,0.987,0.997,0.987,0.997,,,,,,,,,,,,,,,
263,0.986,0.994,0.984,0.996,,,,,,,,,,,,,,,
264,0.983,0.997,0.988,0.997,,,,,,,,,,,,,,,
265,0.983,0.997,0.99,0.998,,,,,,,,,,,,,,,
266,0.988,0.997,0.983,0.997,,,,,,,,,,,,,,,
267,0.982,0.998,0.986,0.998,,,,,,,,,,,,,,,
268,0.984,0.996,0.985,0.996,,,,,,,,,,,,,,,
269,0.985,0.996,0.985,0.998,,,,,,,,,,,,,,,
270,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
271,0.984,0.996,0.987,0.996,,,,,,,,,,,,,,,
272,0.989,0.998,0.986,0.997,,,,,,,,,,,,,,,
273,0.987,0.995,0.988,0.998,,,,,,,,,,,,,,,
274,0.984,0.996,0.988,0.997,,,,,,,,,,,,,,,
275,0.985,0.998,0.987,0.994,,,,,,,,,,,,,,,
276,0.986,0.997,0.981,0.997,,,,,,,,,,,,,,,
277,0.988,0.998,0.982,0.996,,,,,,,,,,,,,,,
278,0.978,0.997,0.988,0.998,,,,,,,,,,,,,,,
279,0.99,0.997,0.985,0.997,,,,,,,,,,,,,,,
280,0.988,0.996,0.992,0.998,,,,,,,,,,,,,,,
281,0.989,0.997,0.987,0.996,,,,,,,,,,,,,,,
282,0.986,0.996,0.982,0.996,,,,,,,,,,,,,,,
283,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
284,0.993,0.997,0.989,0.996,,,,,,,,,,,,,,,
285,0.984,0.996,0.983,0.997,,,,,,,,,,,,,,,
286,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
287,0.991,0.996,0.984,0.996,,,,,,,,,,,,,,,
288,0.987,0.997,0.991,0.998,,,,,,,,,,,,,,,
289,0.988,0.997,0.983,0.996,,,,,,,,,,,,,,,
290,0.987,0.996,0.987,0.998,,,,,,,,,,,,,,,
291,0.986,0.997,0.988,0.997,,,,,,,,,,,,,,,
292,0.989,0.997,0.987,0.997,,,,,,,,,,,,,,,
293,0.992,0.997,0.991,0.998,,,,,,,,,,,,,,,
294,0.985,0.997,0.988,0.997,,,,,,,,,,,,,,,
295,0.987,0.995,0.986,0.997,,,,,,,,,,,,,,,
296,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
297,0.986,0.998,0.987,0.998,,,,,,,,,,,,,,,
298,0.987,0.997,0.985,0.998,,,,,,,,,,,,,,,
299,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
300,0.99,0.996,0.991,0.997,,,,,,,,,,,,,,,
301,0.98,0.997,0.987,0.997,,,,,,,,,,,,,,,
302,0.992,0.996,0.991,0.997,,,,,,,,,,,,,,,
303,0.98,0.996,0.989,0.997,,,,,,,,,,,,,,,
304,0.991,0.996,0.986,0.996,,,,,,,,,,,,,,,
305,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
306,0.987,0.994,0.988,0.998,,,,,,,,,,,,,,,
307,0.989,0.996,0.987,0.997,,,,,,,,,,,,,,,
308,0.993,0.996,0.988,0.995,,,,,,,,,,,,,,,
309,0.985,0.998,0.986,0.997,,,,,,,,,,,,,,,
310,0.985,0.998,0.984,0.998,,,,,,,,,,,,,,,
311,0.989,0.998,0.986,0.998,,,,,,,,,,,,,,,
312,0.99,0.996,0.993,0.996,,,,,,,,,,,,,,,
313,0.991,0.997,0.985,0.996,,,,,,,,,,,,,,,
314,0.984,0.997,0.991,0.997,,,,,,,,,,,,,,,
315,0.991,0.996,0.983,0.997,,,,,,,,,,,,,,,
316,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
317,0.988,0.997,0.98,0.997,,,,,,,,,,,,,,,
318,0.989,0.997,0.985,0.996,,,,,,,,,,,,,,,
319,0.976,0.996,0.982,0.997,,,,,,,,,,,,,,,
320,0.986,0.997,0.984,0.999,,,,,,,,,,,,,,,
321,0.986,0.997,0.982,0.997,,,,,,,,,,,,,,,
322,0.985,0.997,0.987,0.997,,,,,,,,,,,,,,,
323,0.991,0.995,0.989,0.996,,,,,,,,,,,,,,,
324,0.986,0.997,0.989,0.998,,,,,,,,,,,,,,,
325,0.98,0.997,0.988,0.997,,,,,,,,,,,,,,,
326,0.986,0.998,0.983,0.995,,,,,,,,,,,,,,,
327,0.991,0.997,0.99,0.996,,,,,,,,,,,,,,,
328,0.984,0.996,0.975,0.998,,,,,,,,,,,,,,,
329,0.989,0.996,0.986,0.995,,,,,,,,,,,,,,,
330,0.988,0.996,0.988,0.996,,,,,,,,,,,,,,,
331,0.988,0.995,0.987,0.997,,,,,,,,,,,,,,,
332,0.988,0.997,0.985,0.997,,,,,,,,,,,,,,,
333,0.98,0.998,0.989,0.998,,,,,,,,,,,,,,,
334,0.987,0.998,0.979,0.998,,,,,,,,,,,,,,,
335,0.988,0.997,0.989,0.997,,,,,,,,,,,,,,,
336,0.99,0.995,0.989,0.997,,,,,,,,,,,,,,,
337,0.987,0.997,0.986,0.998,,,,,,,,,,,,,,,
338,0.988,0.998,0.986,0.998,,,,,,,,,,,,,,,
339,0.987,0.995,0.991,0.997,,,,,,,,,,,,,,,
340,0.984,0.997,0.991,0.998,,,,,,,,,,,,,,,
341,0.98,0.996,0.985,0.996,,,,,,,,,,,,,,,
342,0.991,0.997,0.982,0.997,,,,,,,,,,,,,,,
343,0.992,0.997,0.986,0.997,,,,,,,,,,,,,,,
344,0.988,0.997,0.989,0.997,,,,,,,,,,,,,,,
345,0.984,0.997,0.984,0.998,,,,,,,,,,,,,,,
346,0.989,0.995,0.991,0.998,,,,,,,,,,,,,,,
347,0.985,0.996,0.982,0.996,,,,,,,,,,,,,,,
348,0.991,0.998,0.987,0.996,,,,,,,,,,,,,,,
349,0.986,0.996,0.986,0.997,,,,,,,,,,,,,,,
350,0.991,0.998,0.99,0.995,,,,,,,,,,,,,,,
351,0.983,0.996,0.988,0.996,,,,,,,,,,,,,,,
352,0.98,0.997,0.987,0.997,,,,,,,,,,,,,,,
353,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
354,0.99,0.997,0.984,0.998,,,,,,,,,,,,,,,
355,0.989,0.995,0.985,0.997,,,,,,,,,,,,,,,
356,0.984,0.998,0.983,0.996,,,,,,,,,,,,,,,
357,0.988,0.997,0.99,0.996,,,,,,,,,,,,,,,
358,0.985,0.997,0.98,0.994,,,,,,,,,,,,,,,
359,0.991,0.997,0.989,0.996,,,,,,,,,,,,,,,
360,0.985,0.996,0.986,0.997,,,,,,,,,,,,,,,
361,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
362,0.987,0.996,0.992,0.995,,,,,,,,,,,,,,,
363,0.989,0.996,0.979,0.997,,,,,,,,,,,,,,,
364,0.987,0.994,0.99,0.997,,,,,,,,,,,,,,,
365,0.986,0.996,0.986,0.998,,,,,,,,,,,,,,,
366,0.979,0.997,0.989,0.998,,,,,,,,,,,,,,,
367,0.979,0.998,0.988,0.998,,,,,,,,,,,,,,,
368,0.992,0.996,0.987,0.996,,,,,,,,,,,,,,,
369,0.993,0.996,0.993,0.996,,,,,,,,,,,,,,,
370,0.988,0.996,0.985,0.997,,,,,,,,,,,,,,,
371,0.983,0.998,0.985,0.998,,,,,,,,,,,,,,,
372,0.992,0.995,0.988,0.996,,,,,,,,,,,,,,,
373,0.987,0.997,0.98,0.996,,,,,,,,,,,,,,,
374,0.987,0.997,0.985,0.995,,,,,,,,,,,,,,,
375,0.985,0.997,0.986,0.994,,,,,,,,,,,,,,,
376,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
377,0.988,0.997,0.985,0.997,,,,,,,,,,,,,,,
378,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
379,0.99,0.997,0.988,0.996,,,,,,,,,,,,,,,
380,0.984,0.997,0.988,0.996,,,,,,,,,,,,,,,
381,0.989,0.997,0.985,0.997,,,,,,,,,,,,,,,
382,0.99,0.995,0.992,0.997,,,,,,,,,,,,,,,
383,0.992,0.996,0.989,0.997,,,,,,,,,,,,,,,
384,0.982,0.997,0.988,0.998,,,,,,,,,,,,,,,
385,0.988,0.998,0.988,0.998,,,,,,,,,,,,,,,
386,0.991,0.996,0.991,0.997,,,,,,,,,,,,,,,
387,0.987,0.997,0.984,0.997,,,,,,,,,,,,,,,
388,0.99,0.996,0.986,0.996,,,,,,,,,,,,,,,
389,0.982,0.996,0.987,0.995,,,,,,,,,,,,,,,
390,0.989,0.997,0.984,0.998,,,,,,,,,,,,,,,
391,0.987,0.998,0.986,0.998,,,,,,,,,,,,,,,
392,0.99,0.995,0.989,0.995,,,,,,,,,,,,,,,
393,0.99,0.995,0.986,0.998,,,,,,,,,,,,,,,
394,0.991,0.996,0.992,0.998,,,,,,,,,,,,,,,
395,0.983,0.997,0.986,0.997,,,,,,,,,,,,,,,
396,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
397,0.989,0.998,0.987,0.998,,,,,,,,,,,,,,,
398,0.986,0.995,0.987,0.997,,,,,,,,,,,,,,,
399,0.985,0.996,0.989,0.997,,,,,,,,,,,,,,,
400,0.989,0.996,0.989,0.995,,,,,,,,,,,,,,,
401,0.986,0.997,0.987,0.995,,,,,,,,,,,,,,,
402,0.991,0.997,0.985,0.998,,,,,,,,,,,,,,,
403,0.991,0.996,0.986,0.995,,,,,,,,,,,,,,,
404,0.987,0.996,0.986,0.995,,,,,,,,,,,,,,,
405,0.986,0.998,0.986,0.998,,,,,,,,,,,,,,,
406,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
407,0.988,0.997,0.979,0.998,,,,,,,,,,,,,,,
408,0.985,0.997,0.984,0.997,,,,,,,,,,,,,,,
409,0.993,0.995,0.987,0.997,,,,,,,,,,,,,,,
410,0.987,0.997,0.98,0.998,,,,,,,,,,,,,,,
411,0.985,0.997,0.986,0.997,,,,,,,,,,,,,,,
412,0.985,0.997,0.978,0.998,,,,,,,,,,,,,,,
413,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
414,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
415,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
416,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
417,0.984,0.996,0.988,0.997,,,,,,,,,,,,,,,
418,0.987,0.997,0.981,0.996,,,,,,,,,,,,,,,
