,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
45,0.916,0.978,0.952,0.972,,,,,,,,,,,,,,,
46,0.903,0.984,0.922,0.978,,,,,,,,,,,,,,,
47,0.923,0.977,0.918,0.983,,,,,,,,,,,,,,,
48,0.933,0.98,0.925,0.947,,,,,,,,,,,,,,,
49,0.903,0.978,0.911,0.964,,,,,,,,,,,,,,,
50,0.879,0.977,0.916,0.956,,,,,,,,,,,,,,,
51,0.904,0.975,0.901,0.958,,,,,,,,,,,,,,,
52,0.91,0.984,0.924,0.971,,,,,,,,,,,,,,,
53,0.936,0.968,0.915,0.974,,,,,,,,,,,,,,,
54,0.918,0.968,0.935,0.969,,,,,,,,,,,,,,,
55,0.913,0.971,0.916,0.961,,,,,,,,,,,,,,,
56,0.908,0.981,0.933,0.974,,,,,,,,,,,,,,,
57,0.935,0.967,0.908,0.963,,,,,,,,,,,,,,,
58,0.934,0.979,0.91,0.968,,,,,,,,,,,,,,,
59,0.926,0.968,0.898,0.979,,,,,,,,,,,,,,,
60,0.9,0.979,0.932,0.967,,,,,,,,,,,,,,,
61,0.912,0.986,0.908,0.978,,,,,,,,,,,,,,,
62,0.927,0.98,0.909,0.979,,,,,,,,,,,,,,,
63,0.947,0.978,0.926,0.976,,,,,,,,,,,,,,,
64,0.909,0.982,0.949,0.985,,,,,,,,,,,,,,,
65,0.913,0.968,0.939,0.984,,,,,,,,,,,,,,,
66,0.925,0.978,0.912,0.984,,,,,,,,,,,,,,,
67,0.933,0.976,0.929,0.981,,,,,,,,,,,,,,,
68,0.89,0.973,0.896,0.966,,,,,,,,,,,,,,,
69,0.92,0.98,0.938,0.977,,,,,,,,,,,,,,,
70,0.889,0.974,0.928,0.974,,,,,,,,,,,,,,,
71,0.925,0.98,0.889,0.967,,,,,,,,,,,,,,,
72,0.887,0.981,0.88,0.973,,,,,,,,,,,,,,,
73,0.822,0.982,0.926,0.982,,,,,,,,,,,,,,,
74,0.948,0.969,0.927,0.975,,,,,,,,,,,,,,,
75,0.932,0.979,0.934,0.982,,,,,,,,,,,,,,,
76,0.942,0.974,0.935,0.97,,,,,,,,,,,,,,,
77,0.935,0.978,0.914,0.98,,,,,,,,,,,,,,,
78,0.849,0.98,0.914,0.964,,,,,,,,,,,,,,,
79,0.912,0.979,0.923,0.973,,,,,,,,,,,,,,,
80,0.933,0.978,0.917,0.964,,,,,,,,,,,,,,,
81,0.92,0.978,0.919,0.977,,,,,,,,,,,,,,,
82,0.91,0.978,0.939,0.961,,,,,,,,,,,,,,,
83,0.881,0.986,0.931,0.979,,,,,,,,,,,,,,,
84,0.914,0.969,0.919,0.982,,,,,,,,,,,,,,,
85,0.91,0.983,0.914,0.963,,,,,,,,,,,,,,,
86,0.907,0.987,0.868,0.981,,,,,,,,,,,,,,,
87,0.918,0.976,0.93,0.977,,,,,,,,,,,,,,,
88,0.892,0.971,0.875,0.989,,,,,,,,,,,,,,,
89,0.943,0.977,0.933,0.986,,,,,,,,,,,,,,,
90,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
91,0.944,0.982,0.902,0.973,,,,,,,,,,,,,,,
92,0.936,0.981,0.929,0.979,,,,,,,,,,,,,,,
93,0.93,0.974,0.897,0.977,,,,,,,,,,,,,,,
94,0.905,0.983,0.917,0.982,,,,,,,,,,,,,,,
95,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
96,0.924,0.983,0.898,0.967,,,,,,,,,,,,,,,
97,0.94,0.978,0.925,0.975,,,,,,,,,,,,,,,
98,0.94,0.971,0.9,0.963,,,,,,,,,,,,,,,
99,0.898,0.977,0.901,0.986,,,,,,,,,,,,,,,
100,0.932,0.971,0.897,0.968,,,,,,,,,,,,,,,
101,0.915,0.977,0.892,0.977,,,,,,,,,,,,,,,
102,0.938,0.983,0.919,0.975,,,,,,,,,,,,,,,
103,0.942,0.98,0.929,0.974,,,,,,,,,,,,,,,
104,0.918,0.978,0.905,0.976,,,,,,,,,,,,,,,
105,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
106,0.932,0.983,0.904,0.969,,,,,,,,,,,,,,,
107,0.938,0.977,0.923,0.976,,,,,,,,,,,,,,,
108,0.941,0.971,0.898,0.962,,,,,,,,,,,,,,,
109,0.934,0.97,0.915,0.977,,,,,,,,,,,,,,,
110,0.927,0.973,0.921,0.975,,,,,,,,,,,,,,,
111,0.928,0.98,0.903,0.975,,,,,,,,,,,,,,,
112,0.936,0.968,0.952,0.978,,,,,,,,,,,,,,,
113,0.939,0.979,0.907,0.974,,,,,,,,,,,,,,,
114,0.936,0.984,0.931,0.978,,,,,,,,,,,,,,,
115,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
116,0.931,0.982,0.904,0.976,,,,,,,,,,,,,,,
117,0.927,0.984,0.93,0.981,,,,,,,,,,,,,,,
118,0.942,0.979,0.924,0.981,,,,,,,,,,,,,,,
119,0.926,0.982,0.925,0.98,,,,,,,,,,,,,,,
120,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
121,0.935,0.983,0.905,0.97,,,,,,,,,,,,,,,
122,0.93,0.97,0.942,0.981,,,,,,,,,,,,,,,
123,0.931,0.977,0.944,0.967,,,,,,,,,,,,,,,
124,0.89,0.982,0.922,0.979,,,,,,,,,,,,,,,
125,0.934,0.973,0.921,0.975,,,,,,,,,,,,,,,
126,0.943,0.983,0.893,0.976,,,,,,,,,,,,,,,
127,0.932,0.979,0.932,0.976,,,,,,,,,,,,,,,
128,0.93,0.983,0.927,0.958,,,,,,,,,,,,,,,
129,0.913,0.979,0.917,0.979,,,,,,,,,,,,,,,
130,0.914,0.976,0.931,0.976,,,,,,,,,,,,,,,
131,0.922,0.973,0.891,0.966,,,,,,,,,,,,,,,
132,0.921,0.982,0.9,0.975,,,,,,,,,,,,,,,
133,0.908,0.981,0.904,0.973,,,,,,,,,,,,,,,
134,0.922,0.985,0.934,0.975,,,,,,,,,,,,,,,
135,0.894,0.982,0.918,0.984,,,,,,,,,,,,,,,
136,0.923,0.982,0.896,0.959,,,,,,,,,,,,,,,
137,0.945,0.976,0.918,0.98,,,,,,,,,,,,,,,
138,0.929,0.979,0.935,0.979,,,,,,,,,,,,,,,
139,0.941,0.979,0.907,0.962,,,,,,,,,,,,,,,
140,0.932,0.968,0.93,0.974,,,,,,,,,,,,,,,
141,0.9,0.987,0.886,0.967,,,,,,,,,,,,,,,
142,0.893,0.976,0.937,0.982,,,,,,,,,,,,,,,
143,0.865,0.976,0.941,0.986,,,,,,,,,,,,,,,
144,0.926,0.984,0.938,0.983,,,,,,,,,,,,,,,
145,0.933,0.971,0.932,0.975,,,,,,,,,,,,,,,
146,0.898,0.986,0.891,0.964,,,,,,,,,,,,,,,
147,0.899,0.976,0.937,0.981,,,,,,,,,,,,,,,
148,0.929,0.969,0.919,0.964,,,,,,,,,,,,,,,
149,0.926,0.981,0.908,0.984,,,,,,,,,,,,,,,
150,0.912,0.97,0.892,0.979,,,,,,,,,,,,,,,
151,0.947,0.975,0.901,0.95,,,,,,,,,,,,,,,
152,0.928,0.97,0.931,0.978,,,,,,,,,,,,,,,
153,0.943,0.983,0.915,0.983,,,,,,,,,,,,,,,
154,0.926,0.984,0.953,0.963,,,,,,,,,,,,,,,
155,0.924,0.964,0.899,0.972,,,,,,,,,,,,,,,
156,0.952,0.97,0.894,0.973,,,,,,,,,,,,,,,
157,0.906,0.978,0.928,0.975,,,,,,,,,,,,,,,
158,0.945,0.981,0.938,0.969,,,,,,,,,,,,,,,
159,0.922,0.974,0.917,0.983,,,,,,,,,,,,,,,
160,0.941,0.974,0.922,0.98,,,,,,,,,,,,,,,
161,0.928,0.97,0.923,0.979,,,,,,,,,,,,,,,
162,0.927,0.982,0.903,0.967,,,,,,,,,,,,,,,
163,0.923,0.982,0.918,0.985,,,,,,,,,,,,,,,
164,0.926,0.973,0.919,0.972,,,,,,,,,,,,,,,
165,0.923,0.98,0.943,0.984,,,,,,,,,,,,,,,
166,0.906,0.972,0.921,0.981,,,,,,,,,,,,,,,
167,0.929,0.978,0.898,0.981,,,,,,,,,,,,,,,
168,0.943,0.972,0.913,0.978,,,,,,,,,,,,,,,
169,0.918,0.979,0.935,0.981,,,,,,,,,,,,,,,
170,0.911,0.973,0.892,0.982,,,,,,,,,,,,,,,
171,0.907,0.971,0.928,0.979,,,,,,,,,,,,,,,
172,0.901,0.976,0.913,0.983,,,,,,,,,,,,,,,
173,0.911,0.979,0.92,0.983,,,,,,,,,,,,,,,
174,0.911,0.979,0.903,0.964,,,,,,,,,,,,,,,
175,0.929,0.984,0.909,0.98,,,,,,,,,,,,,,,
176,0.91,0.971,0.917,0.978,,,,,,,,,,,,,,,
177,0.926,0.975,0.927,0.944,,,,,,,,,,,,,,,
178,0.913,0.975,0.907,0.977,,,,,,,,,,,,,,,
179,0.914,0.974,0.9,0.969,,,,,,,,,,,,,,,
180,0.905,0.977,0.868,0.979,,,,,,,,,,,,,,,
181,0.921,0.964,0.907,0.982,,,,,,,,,,,,,,,
182,0.929,0.968,0.928,0.977,,,,,,,,,,,,,,,
183,0.929,0.982,0.941,0.976,,,,,,,,,,,,,,,
184,0.927,0.975,0.938,0.975,,,,,,,,,,,,,,,
185,0.91,0.969,0.936,0.982,,,,,,,,,,,,,,,
186,0.904,0.972,0.883,0.981,,,,,,,,,,,,,,,
187,0.911,0.969,0.885,0.962,,,,,,,,,,,,,,,
188,0.927,0.984,0.905,0.979,,,,,,,,,,,,,,,
189,0.924,0.982,0.912,0.979,,,,,,,,,,,,,,,
190,0.91,0.974,0.915,0.984,,,,,,,,,,,,,,,
191,0.929,0.962,0.886,0.972,,,,,,,,,,,,,,,
192,0.922,0.984,0.895,0.973,,,,,,,,,,,,,,,
193,0.925,0.964,0.922,0.964,,,,,,,,,,,,,,,
194,0.95,0.977,0.884,0.968,,,,,,,,,,,,,,,
195,0.918,0.981,0.874,0.97,,,,,,,,,,,,,,,
196,0.932,0.98,0.933,0.981,,,,,,,,,,,,,,,
197,0.943,0.972,0.906,0.98,,,,,,,,,,,,,,,
198,0.937,0.977,0.91,0.974,,,,,,,,,,,,,,,
199,0.93,0.981,0.913,0.977,,,,,,,,,,,,,,,
200,0.925,0.979,0.941,0.98,,,,,,,,,,,,,,,
201,0.942,0.984,0.909,0.98,,,,,,,,,,,,,,,
202,0.862,0.983,0.906,0.969,,,,,,,,,,,,,,,
203,0.921,0.98,0.905,0.968,,,,,,,,,,,,,,,
204,0.949,0.969,0.923,0.966,,,,,,,,,,,,,,,
205,0.937,0.967,0.902,0.967,,,,,,,,,,,,,,,
206,0.895,0.975,0.935,0.983,,,,,,,,,,,,,,,
207,0.936,0.981,0.889,0.978,,,,,,,,,,,,,,,
208,0.906,0.964,0.893,0.963,,,,,,,,,,,,,,,
209,0.931,0.976,0.965,0.974,,,,,,,,,,,,,,,
210,0.908,0.969,0.907,0.953,,,,,,,,,,,,,,,
211,0.929,0.98,0.918,0.98,,,,,,,,,,,,,,,
212,0.912,0.965,0.903,0.961,,,,,,,,,,,,,,,
213,0.912,0.986,0.897,0.984,,,,,,,,,,,,,,,
214,0.928,0.976,0.91,0.969,,,,,,,,,,,,,,,
215,0.935,0.975,0.922,0.968,,,,,,,,,,,,,,,
216,0.936,0.963,0.898,0.974,,,,,,,,,,,,,,,
217,0.937,0.976,0.93,0.978,,,,,,,,,,,,,,,
218,0.895,0.981,0.937,0.984,,,,,,,,,,,,,,,
219,0.936,0.973,0.926,0.985,,,,,,,,,,,,,,,
220,0.9,0.982,0.887,0.981,,,,,,,,,,,,,,,
221,0.931,0.977,0.898,0.965,,,,,,,,,,,,,,,
222,0.908,0.983,0.92,0.979,,,,,,,,,,,,,,,
223,0.936,0.977,0.914,0.975,,,,,,,,,,,,,,,
224,0.942,0.97,0.921,0.977,,,,,,,,,,,,,,,
225,0.91,0.975,0.926,0.981,,,,,,,,,,,,,,,
226,0.933,0.973,0.898,0.977,,,,,,,,,,,,,,,
227,0.949,0.969,0.919,0.953,,,,,,,,,,,,,,,
228,0.936,0.974,0.918,0.974,,,,,,,,,,,,,,,
229,0.942,0.972,0.926,0.986,,,,,,,,,,,,,,,
230,0.92,0.967,0.9,0.97,,,,,,,,,,,,,,,
231,0.932,0.978,0.935,0.986,,,,,,,,,,,,,,,
232,0.923,0.978,0.912,0.975,,,,,,,,,,,,,,,
233,0.912,0.971,0.946,0.983,,,,,,,,,,,,,,,
234,0.905,0.976,0.912,0.97,,,,,,,,,,,,,,,
235,0.939,0.982,0.903,0.975,,,,,,,,,,,,,,,
236,0.938,0.97,0.923,0.976,,,,,,,,,,,,,,,
237,0.879,0.979,0.912,0.974,,,,,,,,,,,,,,,
238,0.917,0.974,0.888,0.99,,,,,,,,,,,,,,,
239,0.921,0.98,0.935,0.981,,,,,,,,,,,,,,,
240,0.941,0.972,0.905,0.971,,,,,,,,,,,,,,,
241,0.933,0.984,0.911,0.976,,,,,,,,,,,,,,,
242,0.914,0.97,0.925,0.975,,,,,,,,,,,,,,,
243,0.925,0.97,0.942,0.984,,,,,,,,,,,,,,,
244,0.914,0.978,0.911,0.971,,,,,,,,,,,,,,,
245,0.939,0.973,0.912,0.975,,,,,,,,,,,,,,,
246,0.9,0.982,0.909,0.983,,,,,,,,,,,,,,,
247,0.923,0.981,0.891,0.975,,,,,,,,,,,,,,,
248,0.915,0.967,0.923,0.977,,,,,,,,,,,,,,,
249,0.947,0.974,0.951,0.976,,,,,,,,,,,,,,,
250,0.9,0.982,0.942,0.979,,,,,,,,,,,,,,,
251,0.911,0.984,0.91,0.98,,,,,,,,,,,,,,,
252,0.941,0.97,0.918,0.964,,,,,,,,,,,,,,,
253,0.931,0.978,0.923,0.984,,,,,,,,,,,,,,,
254,0.921,0.971,0.918,0.974,,,,,,,,,,,,,,,
255,0.92,0.978,0.933,0.961,,,,,,,,,,,,,,,
256,0.914,0.975,0.917,0.977,,,,,,,,,,,,,,,
257,0.934,0.981,0.927,0.968,,,,,,,,,,,,,,,
258,0.936,0.98,0.932,0.973,,,,,,,,,,,,,,,
259,0.897,0.979,0.933,0.982,,,,,,,,,,,,,,,
260,0.923,0.981,0.91,0.97,,,,,,,,,,,,,,,
261,0.927,0.969,0.94,0.968,,,,,,,,,,,,,,,
262,0.95,0.976,0.902,0.963,,,,,,,,,,,,,,,
263,0.928,0.978,0.913,0.981,,,,,,,,,,,,,,,
264,0.925,0.977,0.935,0.968,,,,,,,,,,,,,,,
265,0.916,0.982,0.902,0.972,,,,,,,,,,,,,,,
266,0.929,0.982,0.922,0.975,,,,,,,,,,,,,,,
267,0.932,0.982,0.895,0.978,,,,,,,,,,,,,,,
268,0.929,0.976,0.899,0.949,,,,,,,,,,,,,,,
269,0.937,0.981,0.904,0.972,,,,,,,,,,,,,,,
270,0.943,0.972,0.914,0.973,,,,,,,,,,,,,,,
271,0.914,0.974,0.93,0.975,,,,,,,,,,,,,,,
272,0.876,0.987,0.893,0.974,,,,,,,,,,,,,,,
273,0.923,0.975,0.928,0.972,,,,,,,,,,,,,,,
274,0.933,0.975,0.904,0.979,,,,,,,,,,,,,,,
275,0.908,0.975,0.902,0.974,,,,,,,,,,,,,,,
276,0.94,0.974,0.91,0.972,,,,,,,,,,,,,,,
277,0.928,0.98,0.856,0.959,,,,,,,,,,,,,,,
278,0.906,0.982,0.907,0.971,,,,,,,,,,,,,,,
279,0.93,0.979,0.928,0.976,,,,,,,,,,,,,,,
280,0.909,0.972,0.921,0.981,,,,,,,,,,,,,,,
281,0.921,0.986,0.912,0.967,,,,,,,,,,,,,,,
282,0.931,0.976,0.929,0.971,,,,,,,,,,,,,,,
283,0.901,0.972,0.894,0.98,,,,,,,,,,,,,,,
284,0.919,0.982,0.909,0.963,,,,,,,,,,,,,,,
285,0.884,0.976,0.872,0.974,,,,,,,,,,,,,,,
286,0.928,0.985,0.916,0.966,,,,,,,,,,,,,,,
287,0.922,0.979,0.923,0.979,,,,,,,,,,,,,,,
288,0.902,0.984,0.913,0.976,,,,,,,,,,,,,,,
289,0.89,0.986,0.9,0.977,,,,,,,,,,,,,,,
290,0.953,0.983,0.933,0.975,,,,,,,,,,,,,,,
291,0.913,0.973,0.933,0.985,,,,,,,,,,,,,,,
292,0.941,0.975,0.917,0.966,,,,,,,,,,,,,,,
293,0.922,0.984,0.926,0.977,,,,,,,,,,,,,,,
294,0.925,0.973,0.948,0.969,,,,,,,,,,,,,,,
295,0.935,0.979,0.927,0.979,,,,,,,,,,,,,,,
296,0.896,0.977,0.921,0.98,,,,,,,,,,,,,,,
297,0.914,0.987,0.894,0.98,,,,,,,,,,,,,,,
298,0.944,0.974,0.891,0.979,,,,,,,,,,,,,,,
299,0.937,0.978,0.924,0.975,,,,,,,,,,,,,,,
300,0.93,0.971,0.947,0.97,,,,,,,,,,,,,,,
301,0.907,0.977,0.917,0.983,,,,,,,,,,,,,,,
302,0.913,0.983,0.873,0.977,,,,,,,,,,,,,,,
303,0.928,0.969,0.901,0.981,,,,,,,,,,,,,,,
304,0.898,0.978,0.902,0.974,,,,,,,,,,,,,,,
305,0.926,0.977,0.906,0.954,,,,,,,,,,,,,,,
306,0.956,0.978,0.92,0.972,,,,,,,,,,,,,,,
307,0.91,0.976,0.925,0.969,,,,,,,,,,,,,,,
308,0.932,0.978,0.914,0.976,,,,,,,,,,,,,,,
309,0.926,0.979,0.917,0.98,,,,,,,,,,,,,,,
310,0.905,0.975,0.932,0.978,,,,,,,,,,,,,,,
311,0.942,0.978,0.91,0.978,,,,,,,,,,,,,,,
312,0.926,0.975,0.899,0.972,,,,,,,,,,,,,,,
313,0.854,0.96,0.929,0.979,,,,,,,,,,,,,,,
314,0.945,0.978,0.919,0.971,,,,,,,,,,,,,,,
315,0.938,0.973,0.933,0.967,,,,,,,,,,,,,,,
316,0.948,0.969,0.921,0.975,,,,,,,,,,,,,,,
317,0.926,0.982,0.921,0.969,,,,,,,,,,,,,,,
318,0.94,0.976,0.906,0.984,,,,,,,,,,,,,,,
319,0.933,0.983,0.922,0.971,,,,,,,,,,,,,,,
320,0.95,0.973,0.923,0.969,,,,,,,,,,,,,,,
321,0.9,0.97,0.906,0.974,,,,,,,,,,,,,,,
322,0.906,0.963,0.923,0.979,,,,,,,,,,,,,,,
323,0.895,0.978,0.908,0.986,,,,,,,,,,,,,,,
324,0.923,0.979,0.929,0.979,,,,,,,,,,,,,,,
325,0.925,0.983,0.877,0.979,,,,,,,,,,,,,,,
326,0.924,0.978,0.891,0.969,,,,,,,,,,,,,,,
327,0.922,0.976,0.959,0.982,,,,,,,,,,,,,,,
328,0.895,0.973,0.931,0.98,,,,,,,,,,,,,,,
329,0.93,0.976,0.921,0.973,,,,,,,,,,,,,,,
330,0.945,0.979,0.866,0.974,,,,,,,,,,,,,,,
331,0.941,0.969,0.907,0.957,,,,,,,,,,,,,,,
332,0.891,0.979,0.909,0.981,,,,,,,,,,,,,,,
333,0.935,0.976,0.873,0.979,,,,,,,,,,,,,,,
334,0.936,0.968,0.932,0.949,,,,,,,,,,,,,,,
335,0.893,0.976,0.918,0.98,,,,,,,,,,,,,,,
336,0.898,0.973,0.93,0.968,,,,,,,,,,,,,,,
337,0.914,0.987,0.902,0.974,,,,,,,,,,,,,,,
338,0.928,0.955,0.94,0.982,,,,,,,,,,,,,,,
339,0.916,0.979,0.925,0.975,,,,,,,,,,,,,,,
340,0.94,0.975,0.91,0.969,,,,,,,,,,,,,,,
341,0.933,0.975,0.903,0.972,,,,,,,,,,,,,,,
342,0.936,0.972,0.911,0.974,,,,,,,,,,,,,,,
343,0.925,0.971,0.932,0.981,,,,,,,,,,,,,,,
344,0.936,0.974,0.892,0.967,,,,,,,,,,,,,,,
345,0.942,0.971,0.929,0.966,,,,,,,,,,,,,,,
346,0.929,0.979,0.935,0.98,,,,,,,,,,,,,,,
347,0.919,0.98,0.924,0.954,,,,,,,,,,,,,,,
348,0.923,0.975,0.931,0.981,,,,,,,,,,,,,,,
349,0.897,0.985,0.904,0.97,,,,,,,,,,,,,,,
350,0.882,0.979,0.909,0.957,,,,,,,,,,,,,,,
351,0.921,0.984,0.922,0.979,,,,,,,,,,,,,,,
352,0.923,0.98,0.921,0.971,,,,,,,,,,,,,,,
353,0.928,0.982,0.921,0.98,,,,,,,,,,,,,,,
354,0.922,0.982,0.914,0.971,,,,,,,,,,,,,,,
355,0.923,0.97,0.908,0.982,,,,,,,,,,,,,,,
356,0.953,0.97,0.914,0.979,,,,,,,,,,,,,,,
357,0.927,0.978,0.92,0.973,,,,,,,,,,,,,,,
358,0.92,0.963,0.903,0.98,,,,,,,,,,,,,,,
359,0.931,0.973,0.921,0.983,,,,,,,,,,,,,,,
360,0.922,0.979,0.907,0.964,,,,,,,,,,,,,,,
361,0.917,0.99,0.921,0.982,,,,,,,,,,,,,,,
362,0.864,0.98,0.905,0.954,,,,,,,,,,,,,,,
363,0.949,0.975,0.912,0.966,,,,,,,,,,,,,,,
364,0.927,0.976,0.927,0.971,,,,,,,,,,,,,,,
365,0.917,0.977,0.887,0.966,,,,,,,,,,,,,,,
366,0.941,0.978,0.922,0.976,,,,,,,,,,,,,,,
367,0.927,0.985,0.868,0.952,,,,,,,,,,,,,,,
368,0.925,0.982,0.924,0.979,,,,,,,,,,,,,,,
369,0.943,0.971,0.932,0.98,,,,,,,,,,,,,,,
370,0.901,0.974,0.918,0.984,,,,,,,,,,,,,,,
371,0.927,0.981,0.884,0.974,,,,,,,,,,,,,,,
372,0.916,0.978,0.903,0.978,,,,,,,,,,,,,,,
373,0.934,0.981,0.941,0.978,,,,,,,,,,,,,,,
374,0.931,0.969,0.903,0.979,,,,,,,,,,,,,,,
375,0.925,0.975,0.909,0.972,,,,,,,,,,,,,,,
376,0.917,0.982,0.909,0.98,,,,,,,,,,,,,,,
377,0.915,0.975,0.934,0.971,,,,,,,,,,,,,,,
378,0.939,0.978,0.913,0.974,,,,,,,,,,,,,,,
379,0.942,0.97,0.94,0.978,,,,,,,,,,,,,,,
380,0.923,0.975,0.946,0.968,,,,,,,,,,,,,,,
381,0.932,0.98,0.893,0.98,,,,,,,,,,,,,,,
382,0.922,0.978,0.933,0.981,,,,,,,,,,,,,,,
383,0.935,0.975,0.945,0.979,,,,,,,,,,,,,,,
384,0.921,0.974,0.928,0.976,,,,,,,,,,,,,,,
385,0.949,0.975,0.935,0.972,,,,,,,,,,,,,,,
386,0.924,0.97,0.904,0.958,,,,,,,,,,,,,,,
387,0.919,0.981,0.903,0.973,,,,,,,,,,,,,,,
388,0.94,0.981,0.925,0.971,,,,,,,,,,,,,,,
389,0.937,0.981,0.927,0.984,,,,,,,,,,,,,,,
390,0.922,0.964,0.897,0.966,,,,,,,,,,,,,,,
391,0.921,0.968,0.927,0.968,,,,,,,,,,,,,,,
392,0.933,0.983,0.932,0.978,,,,,,,,,,,,,,,
393,0.907,0.977,0.904,0.97,,,,,,,,,,,,,,,
394,0.957,0.975,0.931,0.98,,,,,,,,,,,,,,,
395,0.926,0.983,0.907,0.972,,,,,,,,,,,,,,,
396,0.954,0.977,0.946,0.974,,,,,,,,,,,,,,,
397,0.897,0.977,0.941,0.973,,,,,,,,,,,,,,,
398,0.892,0.983,0.923,0.971,,,,,,,,,,,,,,,
399,0.928,0.968,0.915,0.983,,,,,,,,,,,,,,,
400,0.952,0.979,0.936,0.982,,,,,,,,,,,,,,,
401,0.944,0.983,0.903,0.967,,,,,,,,,,,,,,,
402,0.908,0.979,0.891,0.977,,,,,,,,,,,,,,,
403,0.913,0.985,0.92,0.968,,,,,,,,,,,,,,,
404,0.893,0.984,0.926,0.983,,,,,,,,,,,,,,,
405,0.922,0.979,0.921,0.961,,,,,,,,,,,,,,,
406,0.934,0.976,0.921,0.972,,,,,,,,,,,,,,,
407,0.939,0.97,0.927,0.976,,,,,,,,,,,,,,,
408,0.882,0.979,0.936,0.977,,,,,,,,,,,,,,,
409,0.907,0.974,0.909,0.982,,,,,,,,,,,,,,,
410,0.918,0.98,0.914,0.979,,,,,,,,,,,,,,,
411,0.935,0.984,0.915,0.968,,,,,,,,,,,,,,,
412,0.946,0.958,0.932,0.979,,,,,,,,,,,,,,,
413,0.906,0.979,0.925,0.975,,,,,,,,,,,,,,,
414,0.923,0.982,0.88,0.979,,,,,,,,,,,,,,,
415,0.919,0.982,0.901,0.977,,,,,,,,,,,,,,,
416,0.897,0.98,0.909,0.967,,,,,,,,,,,,,,,
417,0.926,0.983,0.942,0.971,,,,,,,,,,,,,,,
418,0.934,0.978,0.924,0.982,,,,,,,,,,,,,,,
