,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
0,0.987,0.995,0.985,0.997,,,,,,,,,,,,,,,
1,0.986,0.998,0.99,0.995,,,,,,,,,,,,,,,
2,0.988,0.998,0.987,0.997,,,,,,,,,,,,,,,
3,0.99,0.996,0.988,0.997,,,,,,,,,,,,,,,
4,0.988,0.996,0.984,0.997,,,,,,,,,,,,,,,
5,0.985,0.997,0.983,0.997,,,,,,,,,,,,,,,
6,0.991,0.996,0.986,0.997,,,,,,,,,,,,,,,
7,0.987,0.996,0.989,0.998,,,,,,,,,,,,,,,
8,0.987,0.997,0.983,0.996,,,,,,,,,,,,,,,
9,0.984,0.998,0.982,0.997,,,,,,,,,,,,,,,
10,0.985,0.996,0.984,0.997,,,,,,,,,,,,,,,
11,0.991,0.997,0.986,0.993,,,,,,,,,,,,,,,
12,0.984,0.997,0.981,0.996,,,,,,,,,,,,,,,
13,0.987,0.997,0.988,0.997,,,,,,,,,,,,,,,
14,0.986,0.997,0.992,0.998,,,,,,,,,,,,,,,
15,0.987,0.997,0.984,0.998,,,,,,,,,,,,,,,
16,0.989,0.997,0.986,0.997,,,,,,,,,,,,,,,
17,0.985,0.997,0.987,0.996,,,,,,,,,,,,,,,
18,0.989,0.997,0.984,0.996,,,,,,,,,,,,,,,
19,0.991,0.995,0.982,0.996,,,,,,,,,,,,,,,
20,0.986,0.997,0.981,0.997,,,,,,,,,,,,,,,
21,0.988,0.997,0.991,0.997,,,,,,,,,,,,,,,
22,0.99,0.998,0.991,0.997,,,,,,,,,,,,,,,
23,0.99,0.997,0.987,0.997,,,,,,,,,,,,,,,
24,0.99,0.996,0.985,0.997,,,,,,,,,,,,,,,
25,0.989,0.997,0.986,0.998,,,,,,,,,,,,,,,
26,0.989,0.998,0.988,0.996,,,,,,,,,,,,,,,
27,0.985,0.996,0.984,0.997,,,,,,,,,,,,,,,
28,0.985,0.997,0.986,0.996,,,,,,,,,,,,,,,
29,0.988,0.997,0.989,0.997,,,,,,,,,,,,,,,
30,0.988,0.996,0.986,0.998,,,,,,,,,,,,,,,
31,0.986,0.997,0.988,0.997,,,,,,,,,,,,,,,
32,0.988,0.997,0.988,0.996,,,,,,,,,,,,,,,
33,0.988,0.997,0.98,0.997,,,,,,,,,,,,,,,
34,0.984,0.997,0.985,0.997,,,,,,,,,,,,,,,
35,0.989,0.996,0.985,0.996,,,,,,,,,,,,,,,
36,0.986,0.997,0.987,0.996,,,,,,,,,,,,,,,
37,0.985,0.996,0.989,0.997,,,,,,,,,,,,,,,
38,0.987,0.998,0.983,0.994,,,,,,,,,,,,,,,
39,0.986,0.996,0.982,0.998,,,,,,,,,,,,,,,
40,0.984,0.997,0.981,0.997,,,,,,,,,,,,,,,
41,0.989,0.996,0.99,0.996,,,,,,,,,,,,,,,
42,0.989,0.997,0.992,0.997,,,,,,,,,,,,,,,
43,0.992,0.997,0.984,0.997,,,,,,,,,,,,,,,
44,0.988,0.997,0.987,0.996,,,,,,,,,,,,,,,
45,0.984,0.997,0.982,0.998,,,,,,,,,,,,,,,
46,0.99,0.996,0.985,0.997,,,,,,,,,,,,,,,
47,0.991,0.998,0.983,0.996,,,,,,,,,,,,,,,
48,0.991,0.997,0.987,0.997,,,,,,,,,,,,,,,
49,0.991,0.996,0.987,0.997,,,,,,,,,,,,,,,
50,0.986,0.997,0.983,0.997,,,,,,,,,,,,,,,
51,0.987,0.996,0.985,0.997,,,,,,,,,,,,,,,
52,0.991,0.996,0.989,0.995,,,,,,,,,,,,,,,
53,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
54,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
55,0.987,0.998,0.984,0.997,,,,,,,,,,,,,,,
56,0.99,0.996,0.991,0.997,,,,,,,,,,,,,,,
57,0.987,0.998,0.986,0.996,,,,,,,,,,,,,,,
58,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
59,0.986,0.998,0.991,0.997,,,,,,,,,,,,,,,
60,0.989,0.998,0.982,0.997,,,,,,,,,,,,,,,
61,0.989,0.997,0.987,0.997,,,,,,,,,,,,,,,
62,0.991,0.997,0.985,0.997,,,,,,,,,,,,,,,
63,0.978,0.997,0.986,0.997,,,,,,,,,,,,,,,
64,0.993,0.996,0.983,0.997,,,,,,,,,,,,,,,
65,0.985,0.997,0.985,0.998,,,,,,,,,,,,,,,
66,0.983,0.997,0.986,0.996,,,,,,,,,,,,,,,
67,0.99,0.996,0.99,0.998,,,,,,,,,,,,,,,
68,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
69,0.986,0.997,0.989,0.996,,,,,,,,,,,,,,,
70,0.99,0.998,0.979,0.998,,,,,,,,,,,,,,,
71,0.982,0.997,0.99,0.998,,,,,,,,,,,,,,,
72,0.985,0.997,0.991,0.996,,,,,,,,,,,,,,,
73,0.99,0.997,0.989,0.997,,,,,,,,,,,,,,,
74,0.987,0.995,0.98,0.996,,,,,,,,,,,,,,,
75,0.984,0.997,0.983,0.997,,,,,,,,,,,,,,,
76,0.986,0.996,0.987,0.998,,,,,,,,,,,,,,,
77,0.986,0.997,0.989,0.998,,,,,,,,,,,,,,,
78,0.986,0.996,0.99,0.996,,,,,,,,,,,,,,,
79,0.987,0.996,0.985,0.997,,,,,,,,,,,,,,,
80,0.986,0.997,0.985,0.997,,,,,,,,,,,,,,,
81,0.991,0.998,0.989,0.996,,,,,,,,,,,,,,,
82,0.988,0.997,0.986,0.995,,,,,,,,,,,,,,,
83,0.985,0.997,0.985,0.998,,,,,,,,,,,,,,,
84,0.987,0.997,0.99,0.996,,,,,,,,,,,,,,,
85,0.988,0.997,0.984,0.997,,,,,,,,,,,,,,,
86,0.993,0.995,0.986,0.994,,,,,,,,,,,,,,,
87,0.986,0.997,0.988,0.997,,,,,,,,,,,,,,,
88,0.987,0.998,0.984,0.994,,,,,,,,,,,,,,,
89,0.986,0.996,0.988,0.996,,,,,,,,,,,,,,,
90,0.983,0.998,0.984,0.998,,,,,,,,,,,,,,,
91,0.987,0.996,0.984,0.994,,,,,,,,,,,,,,,
92,0.988,0.995,0.989,0.996,,,,,,,,,,,,,,,
93,0.991,0.997,0.986,0.996,,,,,,,,,,,,,,,
94,0.981,0.997,0.987,0.997,,,,,,,,,,,,,,,
95,0.988,0.997,0.988,0.998,,,,,,,,,,,,,,,
96,0.992,0.997,0.988,0.996,,,,,,,,,,,,,,,
97,0.987,0.997,0.987,0.998,,,,,,,,,,,,,,,
98,0.987,0.997,0.985,0.996,,,,,,,,,,,,,,,
99,0.984,0.997,0.987,0.998,,,,,,,,,,,,,,,
100,0.987,0.996,0.984,0.998,,,,,,,,,,,,,,,
101,0.984,0.998,0.989,0.997,,,,,,,,,,,,,,,
