,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
220,0.974,0.992,0.964,0.992,,,,,,,,,,,,,,,
221,0.97,0.994,0.972,0.993,,,,,,,,,,,,,,,
222,0.98,0.993,0.963,0.994,,,,,,,,,,,,,,,
223,0.965,0.991,0.965,0.986,,,,,,,,,,,,,,,
224,0.964,0.994,0.97,0.991,,,,,,,,,,,,,,,
225,0.974,0.992,0.966,0.99,,,,,,,,,,,,,,,
226,0.961,0.993,0.967,0.992,,,,,,,,,,,,,,,
227,0.966,0.993,0.968,0.991,,,,,,,,,,,,,,,
228,0.963,0.994,0.971,0.991,,,,,,,,,,,,,,,
229,0.963,0.991,0.965,0.993,,,,,,,,,,,,,,,
230,0.971,0.995,0.967,0.994,,,,,,,,,,,,,,,
231,0.972,0.993,0.969,0.993,,,,,,,,,,,,,,,
232,0.966,0.994,0.964,0.991,,,,,,,,,,,,,,,
233,0.974,0.991,0.976,0.991,,,,,,,,,,,,,,,
234,0.973,0.992,0.958,0.991,,,,,,,,,,,,,,,
235,0.975,0.991,0.97,0.993,,,,,,,,,,,,,,,
236,0.978,0.991,0.972,0.993,,,,,,,,,,,,,,,
237,0.977,0.994,0.959,0.994,,,,,,,,,,,,,,,
238,0.97,0.993,0.975,0.992,,,,,,,,,,,,,,,
239,0.973,0.992,0.971,0.992,,,,,,,,,,,,,,,
240,0.975,0.992,0.974,0.994,,,,,,,,,,,,,,,
241,0.97,0.992,0.966,0.988,,,,,,,,,,,,,,,
242,0.959,0.992,0.976,0.993,,,,,,,,,,,,,,,
243,0.965,0.992,0.964,0.989,,,,,,,,,,,,,,,
244,0.967,0.994,0.973,0.987,,,,,,,,,,,,,,,
245,0.977,0.993,0.974,0.992,,,,,,,,,,,,,,,
246,0.947,0.993,0.965,0.993,,,,,,,,,,,,,,,
247,0.962,0.992,0.969,0.988,,,,,,,,,,,,,,,
248,0.972,0.994,0.966,0.995,,,,,,,,,,,,,,,
249,0.962,0.992,0.975,0.992,,,,,,,,,,,,,,,
250,0.97,0.993,0.961,0.993,,,,,,,,,,,,,,,
251,0.972,0.993,0.977,0.993,,,,,,,,,,,,,,,
252,0.968,0.992,0.966,0.991,,,,,,,,,,,,,,,
253,0.969,0.994,0.975,0.992,,,,,,,,,,,,,,,
254,0.953,0.993,0.97,0.994,,,,,,,,,,,,,,,
255,0.973,0.99,0.965,0.994,,,,,,,,,,,,,,,
256,0.969,0.993,0.974,0.992,,,,,,,,,,,,,,,
257,0.977,0.994,0.963,0.993,,,,,,,,,,,,,,,
258,0.972,0.993,0.976,0.993,,,,,,,,,,,,,,,
259,0.972,0.994,0.96,0.992,,,,,,,,,,,,,,,
260,0.97,0.992,0.966,0.992,,,,,,,,,,,,,,,
261,0.977,0.992,0.969,0.993,,,,,,,,,,,,,,,
262,0.968,0.994,0.966,0.993,,,,,,,,,,,,,,,
263,0.97,0.992,0.966,0.993,,,,,,,,,,,,,,,
264,0.973,0.993,0.969,0.993,,,,,,,,,,,,,,,
265,0.978,0.991,0.977,0.992,,,,,,,,,,,,,,,
266,0.968,0.992,0.967,0.994,,,,,,,,,,,,,,,
267,0.969,0.994,0.977,0.992,,,,,,,,,,,,,,,
268,0.97,0.994,0.964,0.993,,,,,,,,,,,,,,,
269,0.966,0.994,0.966,0.994,,,,,,,,,,,,,,,
270,0.978,0.994,0.97,0.995,,,,,,,,,,,,,,,
271,0.964,0.993,0.969,0.994,,,,,,,,,,,,,,,
272,0.969,0.993,0.972,0.993,,,,,,,,,,,,,,,
273,0.974,0.991,0.97,0.99,,,,,,,,,,,,,,,
274,0.967,0.991,0.965,0.99,,,,,,,,,,,,,,,
275,0.982,0.992,0.974,0.992,,,,,,,,,,,,,,,
276,0.973,0.993,0.976,0.994,,,,,,,,,,,,,,,
277,0.962,0.992,0.969,0.996,,,,,,,,,,,,,,,
278,0.969,0.991,0.977,0.994,,,,,,,,,,,,,,,
279,0.966,0.992,0.964,0.993,,,,,,,,,,,,,,,
280,0.971,0.993,0.973,0.995,,,,,,,,,,,,,,,
281,0.971,0.994,0.962,0.991,,,,,,,,,,,,,,,
282,0.971,0.993,0.97,0.991,,,,,,,,,,,,,,,
283,0.97,0.992,0.97,0.993,,,,,,,,,,,,,,,
284,0.963,0.994,0.975,0.993,,,,,,,,,,,,,,,
285,0.964,0.995,0.956,0.993,,,,,,,,,,,,,,,
286,0.967,0.993,0.964,0.992,,,,,,,,,,,,,,,
287,0.975,0.994,0.974,0.993,,,,,,,,,,,,,,,
288,0.967,0.992,0.967,0.99,,,,,,,,,,,,,,,
289,0.974,0.994,0.971,0.994,,,,,,,,,,,,,,,
290,0.972,0.991,0.97,0.992,,,,,,,,,,,,,,,
291,0.974,0.991,0.975,0.991,,,,,,,,,,,,,,,
292,0.973,0.992,0.968,0.993,,,,,,,,,,,,,,,
293,0.977,0.991,0.973,0.994,,,,,,,,,,,,,,,
294,0.973,0.993,0.975,0.994,,,,,,,,,,,,,,,
295,0.973,0.992,0.974,0.993,,,,,,,,,,,,,,,
296,0.965,0.992,0.97,0.993,,,,,,,,,,,,,,,
297,0.969,0.99,0.97,0.991,,,,,,,,,,,,,,,
298,0.974,0.993,0.977,0.992,,,,,,,,,,,,,,,
299,0.968,0.991,0.972,0.994,,,,,,,,,,,,,,,
300,0.968,0.992,0.97,0.994,,,,,,,,,,,,,,,
301,0.976,0.992,0.974,0.994,,,,,,,,,,,,,,,
302,0.974,0.992,0.979,0.992,,,,,,,,,,,,,,,
303,0.974,0.993,0.975,0.993,,,,,,,,,,,,,,,
304,0.971,0.994,0.964,0.991,,,,,,,,,,,,,,,
305,0.97,0.993,0.972,0.994,,,,,,,,,,,,,,,
306,0.98,0.992,0.971,0.992,,,,,,,,,,,,,,,
307,0.964,0.992,0.97,0.993,,,,,,,,,,,,,,,
308,0.977,0.99,0.979,0.992,,,,,,,,,,,,,,,
309,0.956,0.994,0.963,0.993,,,,,,,,,,,,,,,
310,0.966,0.994,0.969,0.994,,,,,,,,,,,,,,,
311,0.971,0.991,0.971,0.994,,,,,,,,,,,,,,,
312,0.971,0.99,0.968,0.992,,,,,,,,,,,,,,,
313,0.973,0.991,0.968,0.994,,,,,,,,,,,,,,,
314,0.97,0.992,0.971,0.993,,,,,,,,,,,,,,,
315,0.977,0.994,0.969,0.99,,,,,,,,,,,,,,,
316,0.969,0.993,0.967,0.991,,,,,,,,,,,,,,,
317,0.971,0.991,0.968,0.992,,,,,,,,,,,,,,,
318,0.971,0.994,0.962,0.99,,,,,,,,,,,,,,,
319,0.975,0.992,0.973,0.99,,,,,,,,,,,,,,,
320,0.974,0.994,0.969,0.994,,,,,,,,,,,,,,,
321,0.967,0.989,0.972,0.993,,,,,,,,,,,,,,,
322,0.965,0.994,0.973,0.993,,,,,,,,,,,,,,,
323,0.978,0.989,0.972,0.991,,,,,,,,,,,,,,,
324,0.976,0.992,0.968,0.993,,,,,,,,,,,,,,,
325,0.974,0.991,0.971,0.992,,,,,,,,,,,,,,,
326,0.974,0.992,0.969,0.99,,,,,,,,,,,,,,,
327,0.971,0.991,0.966,0.993,,,,,,,,,,,,,,,
328,0.971,0.992,0.969,0.992,,,,,,,,,,,,,,,
329,0.973,0.991,0.958,0.989,,,,,,,,,,,,,,,
330,0.969,0.992,0.973,0.993,,,,,,,,,,,,,,,
331,0.957,0.993,0.962,0.991,,,,,,,,,,,,,,,
332,0.974,0.993,0.969,0.994,,,,,,,,,,,,,,,
333,0.976,0.993,0.966,0.993,,,,,,,,,,,,,,,
334,0.965,0.992,0.976,0.994,,,,,,,,,,,,,,,
335,0.977,0.991,0.968,0.991,,,,,,,,,,,,,,,
336,0.966,0.993,0.966,0.993,,,,,,,,,,,,,,,
337,0.968,0.994,0.97,0.995,,,,,,,,,,,,,,,
338,0.972,0.991,0.971,0.991,,,,,,,,,,,,,,,
339,0.979,0.992,0.972,0.992,,,,,,,,,,,,,,,
340,0.955,0.994,0.969,0.994,,,,,,,,,,,,,,,
341,0.969,0.992,0.975,0.995,,,,,,,,,,,,,,,
342,0.973,0.991,0.963,0.995,,,,,,,,,,,,,,,
343,0.976,0.991,0.963,0.995,,,,,,,,,,,,,,,
344,0.969,0.993,0.967,0.995,,,,,,,,,,,,,,,
345,0.974,0.994,0.977,0.993,,,,,,,,,,,,,,,
346,0.968,0.992,0.971,0.994,,,,,,,,,,,,,,,
347,0.977,0.991,0.977,0.995,,,,,,,,,,,,,,,
348,0.971,0.993,0.971,0.993,,,,,,,,,,,,,,,
349,0.975,0.993,0.959,0.994,,,,,,,,,,,,,,,
350,0.973,0.99,0.966,0.995,,,,,,,,,,,,,,,
351,0.971,0.991,0.964,0.992,,,,,,,,,,,,,,,
352,0.97,0.991,0.98,0.993,,,,,,,,,,,,,,,
353,0.98,0.991,0.969,0.992,,,,,,,,,,,,,,,
354,0.977,0.992,0.966,0.991,,,,,,,,,,,,,,,
355,0.977,0.991,0.973,0.995,,,,,,,,,,,,,,,
356,0.971,0.99,0.962,0.993,,,,,,,,,,,,,,,
357,0.973,0.991,0.967,0.993,,,,,,,,,,,,,,,
358,0.967,0.993,0.97,0.99,,,,,,,,,,,,,,,
359,0.974,0.99,0.964,0.991,,,,,,,,,,,,,,,
360,0.973,0.991,0.972,0.993,,,,,,,,,,,,,,,
361,0.971,0.99,0.961,0.993,,,,,,,,,,,,,,,
362,0.97,0.991,0.972,0.99,,,,,,,,,,,,,,,
363,0.974,0.992,0.971,0.991,,,,,,,,,,,,,,,
364,0.974,0.993,0.972,0.993,,,,,,,,,,,,,,,
365,0.975,0.994,0.971,0.991,,,,,,,,,,,,,,,
366,0.971,0.993,0.967,0.996,,,,,,,,,,,,,,,
367,0.978,0.993,0.968,0.99,,,,,,,,,,,,,,,
368,0.974,0.993,0.972,0.994,,,,,,,,,,,,,,,
369,0.971,0.993,0.965,0.994,,,,,,,,,,,,,,,
370,0.975,0.993,0.97,0.985,,,,,,,,,,,,,,,
371,0.974,0.991,0.965,0.992,,,,,,,,,,,,,,,
372,0.948,0.994,0.971,0.994,,,,,,,,,,,,,,,
373,0.978,0.994,0.975,0.995,,,,,,,,,,,,,,,
374,0.972,0.992,0.963,0.995,,,,,,,,,,,,,,,
375,0.974,0.991,0.971,0.992,,,,,,,,,,,,,,,
376,0.974,0.994,0.966,0.995,,,,,,,,,,,,,,,
377,0.971,0.992,0.973,0.994,,,,,,,,,,,,,,,
378,0.976,0.993,0.973,0.994,,,,,,,,,,,,,,,
379,0.975,0.994,0.97,0.993,,,,,,,,,,,,,,,
380,0.973,0.993,0.97,0.995,,,,,,,,,,,,,,,
381,0.979,0.991,0.973,0.993,,,,,,,,,,,,,,,
382,0.964,0.992,0.972,0.988,,,,,,,,,,,,,,,
383,0.98,0.989,0.975,0.987,,,,,,,,,,,,,,,
384,0.97,0.994,0.967,0.995,,,,,,,,,,,,,,,
385,0.973,0.993,0.971,0.991,,,,,,,,,,,,,,,
386,0.968,0.993,0.965,0.995,,,,,,,,,,,,,,,
387,0.975,0.994,0.972,0.991,,,,,,,,,,,,,,,
388,0.977,0.994,0.974,0.991,,,,,,,,,,,,,,,
389,0.977,0.991,0.964,0.991,,,,,,,,,,,,,,,
390,0.972,0.994,0.969,0.992,,,,,,,,,,,,,,,
391,0.971,0.992,0.97,0.99,,,,,,,,,,,,,,,
392,0.978,0.992,0.975,0.991,,,,,,,,,,,,,,,
393,0.972,0.99,0.97,0.993,,,,,,,,,,,,,,,
394,0.977,0.993,0.968,0.993,,,,,,,,,,,,,,,
395,0.97,0.995,0.97,0.993,,,,,,,,,,,,,,,
396,0.964,0.993,0.966,0.994,,,,,,,,,,,,,,,
397,0.973,0.994,0.967,0.991,,,,,,,,,,,,,,,
398,0.984,0.992,0.975,0.99,,,,,,,,,,,,,,,
399,0.977,0.992,0.968,0.989,,,,,,,,,,,,,,,
400,0.969,0.995,0.963,0.992,,,,,,,,,,,,,,,
401,0.973,0.993,0.967,0.993,,,,,,,,,,,,,,,
402,0.966,0.993,0.974,0.993,,,,,,,,,,,,,,,
403,0.978,0.991,0.962,0.992,,,,,,,,,,,,,,,
404,0.966,0.992,0.959,0.994,,,,,,,,,,,,,,,
405,0.973,0.992,0.966,0.99,,,,,,,,,,,,,,,
406,0.964,0.993,0.964,0.994,,,,,,,,,,,,,,,
407,0.978,0.993,0.968,0.993,,,,,,,,,,,,,,,
408,0.979,0.991,0.974,0.993,,,,,,,,,,,,,,,
409,0.969,0.992,0.975,0.992,,,,,,,,,,,,,,,
410,0.968,0.993,0.974,0.985,,,,,,,,,,,,,,,
411,0.968,0.99,0.971,0.993,,,,,,,,,,,,,,,
412,0.962,0.992,0.976,0.992,,,,,,,,,,,,,,,
413,0.972,0.992,0.968,0.995,,,,,,,,,,,,,,,
414,0.962,0.994,0.973,0.995,,,,,,,,,,,,,,,
415,0.971,0.988,0.973,0.993,,,,,,,,,,,,,,,
416,0.975,0.993,0.968,0.994,,,,,,,,,,,,,,,
417,0.959,0.991,0.97,0.992,,,,,,,,,,,,,,,
418,0.979,0.991,0.968,0.993,,,,,,,,,,,,,,,
