,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
0,0.98,0.997,0.985,0.994,,,,,,,,,,,,,,,
1,0.981,0.995,0.978,0.994,,,,,,,,,,,,,,,
2,0.982,0.994,0.984,0.996,,,,,,,,,,,,,,,
3,0.981,0.995,0.983,0.997,,,,,,,,,,,,,,,
4,0.98,0.996,0.985,0.996,,,,,,,,,,,,,,,
5,0.98,0.996,0.986,0.994,,,,,,,,,,,,,,,
6,0.987,0.994,0.979,0.995,,,,,,,,,,,,,,,
7,0.986,0.996,0.978,0.996,,,,,,,,,,,,,,,
8,0.977,0.996,0.979,0.996,,,,,,,,,,,,,,,
9,0.983,0.996,0.984,0.996,,,,,,,,,,,,,,,
10,0.987,0.995,0.98,0.995,,,,,,,,,,,,,,,
11,0.985,0.995,0.982,0.996,,,,,,,,,,,,,,,
12,0.979,0.997,0.981,0.996,,,,,,,,,,,,,,,
13,0.984,0.996,0.983,0.996,,,,,,,,,,,,,,,
14,0.984,0.996,0.987,0.997,,,,,,,,,,,,,,,
15,0.983,0.996,0.984,0.995,,,,,,,,,,,,,,,
16,0.98,0.996,0.982,0.997,,,,,,,,,,,,,,,
17,0.986,0.995,0.985,0.996,,,,,,,,,,,,,,,
18,0.987,0.993,0.984,0.995,,,,,,,,,,,,,,,
19,0.98,0.994,0.979,0.996,,,,,,,,,,,,,,,
20,0.984,0.997,0.981,0.997,,,,,,,,,,,,,,,
21,0.978,0.996,0.985,0.994,,,,,,,,,,,,,,,
22,0.983,0.995,0.983,0.995,,,,,,,,,,,,,,,
23,0.983,0.995,0.981,0.996,,,,,,,,,,,,,,,
24,0.988,0.995,0.984,0.997,,,,,,,,,,,,,,,
25,0.982,0.995,0.982,0.995,,,,,,,,,,,,,,,
26,0.982,0.996,0.979,0.996,,,,,,,,,,,,,,,
27,0.978,0.995,0.984,0.997,,,,,,,,,,,,,,,
28,0.985,0.996,0.982,0.996,,,,,,,,,,,,,,,
29,0.981,0.995,0.983,0.997,,,,,,,,,,,,,,,
30,0.982,0.996,0.983,0.996,,,,,,,,,,,,,,,
31,0.988,0.996,0.985,0.994,,,,,,,,,,,,,,,
32,0.981,0.996,0.979,0.995,,,,,,,,,,,,,,,
33,0.983,0.995,0.983,0.996,,,,,,,,,,,,,,,
34,0.977,0.996,0.98,0.995,,,,,,,,,,,,,,,
35,0.983,0.996,0.984,0.996,,,,,,,,,,,,,,,
36,0.975,0.996,0.974,0.995,,,,,,,,,,,,,,,
37,0.984,0.996,0.984,0.996,,,,,,,,,,,,,,,
38,0.985,0.995,0.984,0.996,,,,,,,,,,,,,,,
39,0.986,0.995,0.983,0.996,,,,,,,,,,,,,,,
40,0.985,0.996,0.981,0.995,,,,,,,,,,,,,,,
41,0.982,0.994,0.975,0.995,,,,,,,,,,,,,,,
42,0.984,0.995,0.979,0.994,,,,,,,,,,,,,,,
43,0.982,0.994,0.983,0.996,,,,,,,,,,,,,,,
44,0.986,0.995,0.988,0.995,,,,,,,,,,,,,,,
45,0.982,0.996,0.983,0.995,,,,,,,,,,,,,,,
46,0.983,0.996,0.981,0.994,,,,,,,,,,,,,,,
47,0.983,0.993,0.98,0.995,,,,,,,,,,,,,,,
48,0.981,0.997,0.985,0.996,,,,,,,,,,,,,,,
49,0.985,0.994,0.986,0.995,,,,,,,,,,,,,,,
50,0.977,0.996,0.98,0.996,,,,,,,,,,,,,,,
51,0.982,0.996,0.98,0.995,,,,,,,,,,,,,,,
52,0.983,0.994,0.975,0.995,,,,,,,,,,,,,,,
53,0.985,0.995,0.981,0.996,,,,,,,,,,,,,,,
54,0.982,0.996,0.982,0.996,,,,,,,,,,,,,,,
55,0.976,0.996,0.982,0.995,,,,,,,,,,,,,,,
56,0.983,0.996,0.982,0.996,,,,,,,,,,,,,,,
57,0.982,0.995,0.985,0.995,,,,,,,,,,,,,,,
58,0.986,0.996,0.981,0.996,,,,,,,,,,,,,,,
59,0.985,0.995,0.984,0.996,,,,,,,,,,,,,,,
60,0.985,0.996,0.983,0.993,,,,,,,,,,,,,,,
61,0.981,0.996,0.978,0.996,,,,,,,,,,,,,,,
62,0.982,0.995,0.979,0.994,,,,,,,,,,,,,,,
63,0.98,0.996,0.979,0.996,,,,,,,,,,,,,,,
64,0.983,0.995,0.984,0.995,,,,,,,,,,,,,,,
65,0.974,0.996,0.984,0.993,,,,,,,,,,,,,,,
66,0.978,0.996,0.981,0.996,,,,,,,,,,,,,,,
67,0.98,0.995,0.978,0.997,,,,,,,,,,,,,,,
68,0.981,0.996,0.982,0.996,,,,,,,,,,,,,,,
69,0.982,0.995,0.977,0.995,,,,,,,,,,,,,,,
70,0.985,0.995,0.978,0.996,,,,,,,,,,,,,,,
71,0.984,0.995,0.969,0.995,,,,,,,,,,,,,,,
72,0.982,0.994,0.981,0.995,,,,,,,,,,,,,,,
73,0.982,0.995,0.983,0.995,,,,,,,,,,,,,,,
74,0.986,0.995,0.978,0.993,,,,,,,,,,,,,,,
75,0.978,0.995,0.975,0.995,,,,,,,,,,,,,,,
76,0.983,0.997,0.976,0.995,,,,,,,,,,,,,,,
77,0.983,0.996,0.981,0.996,,,,,,,,,,,,,,,
78,0.983,0.995,0.979,0.997,,,,,,,,,,,,,,,
79,0.978,0.996,0.978,0.997,,,,,,,,,,,,,,,
80,0.985,0.996,0.981,0.996,,,,,,,,,,,,,,,
81,0.986,0.996,0.985,0.995,,,,,,,,,,,,,,,
82,0.986,0.994,0.978,0.996,,,,,,,,,,,,,,,
83,0.974,0.996,0.982,0.996,,,,,,,,,,,,,,,
84,0.987,0.994,0.982,0.996,,,,,,,,,,,,,,,
85,0.984,0.996,0.98,0.996,,,,,,,,,,,,,,,
86,0.985,0.996,0.977,0.996,,,,,,,,,,,,,,,
87,0.983,0.995,0.983,0.996,,,,,,,,,,,,,,,
88,0.983,0.994,0.987,0.997,,,,,,,,,,,,,,,
89,0.987,0.995,0.977,0.996,,,,,,,,,,,,,,,
90,0.981,0.996,0.985,0.995,,,,,,,,,,,,,,,
91,0.989,0.996,0.983,0.994,,,,,,,,,,,,,,,
