,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
95,0.985,0.999,0.989,0.998,,,,,,,,,,,,,,,
96,0.992,0.998,0.99,0.998,,,,,,,,,,,,,,,
97,0.993,0.997,0.986,0.999,,,,,,,,,,,,,,,
98,0.991,0.998,0.987,0.998,,,,,,,,,,,,,,,
99,0.994,0.998,0.993,0.999,,,,,,,,,,,,,,,
100,0.99,0.998,0.991,0.997,,,,,,,,,,,,,,,
101,0.992,0.997,0.988,0.997,,,,,,,,,,,,,,,
102,0.994,0.998,0.99,0.997,,,,,,,,,,,,,,,
103,0.988,0.996,0.985,0.995,,,,,,,,,,,,,,,
104,0.991,0.997,0.986,0.999,,,,,,,,,,,,,,,
105,0.985,0.999,0.984,0.998,,,,,,,,,,,,,,,
106,0.993,0.997,0.984,0.995,,,,,,,,,,,,,,,
107,0.984,0.999,0.988,0.996,,,,,,,,,,,,,,,
108,0.994,0.998,0.99,0.998,,,,,,,,,,,,,,,
109,0.994,0.998,0.984,0.998,,,,,,,,,,,,,,,
110,0.985,0.999,0.984,0.998,,,,,,,,,,,,,,,
111,0.986,0.994,0.98,0.996,,,,,,,,,,,,,,,
112,0.994,0.997,0.993,0.996,,,,,,,,,,,,,,,
113,0.988,0.997,0.982,0.996,,,,,,,,,,,,,,,
114,0.989,0.997,0.991,0.999,,,,,,,,,,,,,,,
115,0.986,0.998,0.987,0.998,,,,,,,,,,,,,,,
116,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
117,0.988,0.998,0.984,0.998,,,,,,,,,,,,,,,
118,0.993,0.997,0.99,0.996,,,,,,,,,,,,,,,
119,0.992,0.997,0.988,0.996,,,,,,,,,,,,,,,
120,0.986,0.998,0.988,0.998,,,,,,,,,,,,,,,
121,0.982,0.998,0.987,0.997,,,,,,,,,,,,,,,
122,0.992,0.999,0.994,0.999,,,,,,,,,,,,,,,
123,0.989,0.999,0.988,0.999,,,,,,,,,,,,,,,
124,0.992,0.998,0.992,0.997,,,,,,,,,,,,,,,
125,0.987,0.999,0.987,0.999,,,,,,,,,,,,,,,
126,0.983,0.997,0.99,0.999,,,,,,,,,,,,,,,
127,0.993,0.998,0.989,0.997,,,,,,,,,,,,,,,
128,0.995,0.998,0.99,0.998,,,,,,,,,,,,,,,
129,0.993,0.998,0.994,0.997,,,,,,,,,,,,,,,
130,0.988,0.998,0.988,0.999,,,,,,,,,,,,,,,
131,0.991,0.997,0.987,0.996,,,,,,,,,,,,,,,
132,0.992,0.998,0.99,0.998,,,,,,,,,,,,,,,
133,0.989,0.997,0.983,0.999,,,,,,,,,,,,,,,
134,0.991,0.998,0.992,0.997,,,,,,,,,,,,,,,
135,0.983,0.999,0.983,0.998,,,,,,,,,,,,,,,
136,0.981,0.998,0.993,0.997,,,,,,,,,,,,,,,
137,0.995,0.998,0.982,0.997,,,,,,,,,,,,,,,
138,0.988,0.998,0.992,0.998,,,,,,,,,,,,,,,
139,0.994,0.998,0.989,0.997,,,,,,,,,,,,,,,
140,0.994,0.998,0.989,0.996,,,,,,,,,,,,,,,
141,0.991,0.996,0.99,0.998,,,,,,,,,,,,,,,
142,0.987,0.999,0.994,0.998,,,,,,,,,,,,,,,
143,0.987,0.998,0.983,0.997,,,,,,,,,,,,,,,
144,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
145,0.993,0.998,0.989,0.995,,,,,,,,,,,,,,,
146,0.992,0.998,0.99,0.998,,,,,,,,,,,,,,,
147,0.985,0.998,0.984,0.999,,,,,,,,,,,,,,,
148,0.987,0.998,0.991,0.999,,,,,,,,,,,,,,,
149,0.991,0.999,0.99,0.999,,,,,,,,,,,,,,,
150,0.986,0.998,0.989,0.998,,,,,,,,,,,,,,,
151,0.991,0.997,0.991,0.998,,,,,,,,,,,,,,,
152,0.994,0.996,0.993,0.997,,,,,,,,,,,,,,,
153,0.994,0.999,0.992,0.993,,,,,,,,,,,,,,,
154,0.989,0.997,0.991,0.992,,,,,,,,,,,,,,,
155,0.993,0.999,0.987,0.996,,,,,,,,,,,,,,,
156,0.98,0.998,0.993,0.999,,,,,,,,,,,,,,,
157,0.995,0.995,0.993,0.996,,,,,,,,,,,,,,,
158,0.993,0.996,0.989,0.997,,,,,,,,,,,,,,,
159,0.995,0.998,0.993,0.998,,,,,,,,,,,,,,,
160,0.985,0.997,0.983,0.998,,,,,,,,,,,,,,,
161,0.983,0.996,0.989,0.998,,,,,,,,,,,,,,,
162,0.99,0.998,0.991,0.998,,,,,,,,,,,,,,,
163,0.988,0.998,0.987,0.997,,,,,,,,,,,,,,,
164,0.991,0.997,0.984,0.995,,,,,,,,,,,,,,,
165,0.993,0.995,0.984,0.997,,,,,,,,,,,,,,,
166,0.992,0.998,0.99,0.994,,,,,,,,,,,,,,,
167,0.989,0.996,0.992,0.997,,,,,,,,,,,,,,,
168,0.989,0.998,0.986,0.997,,,,,,,,,,,,,,,
169,0.994,0.998,0.988,0.997,,,,,,,,,,,,,,,
170,0.989,0.997,0.99,0.999,,,,,,,,,,,,,,,
171,0.989,0.998,0.987,0.999,,,,,,,,,,,,,,,
172,0.992,0.996,0.984,0.997,,,,,,,,,,,,,,,
173,0.993,0.997,0.99,0.994,,,,,,,,,,,,,,,
174,0.992,0.997,0.99,0.996,,,,,,,,,,,,,,,
175,0.989,0.998,0.994,0.995,,,,,,,,,,,,,,,
176,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
177,0.986,0.998,0.994,0.999,,,,,,,,,,,,,,,
178,0.992,0.997,0.981,0.998,,,,,,,,,,,,,,,
179,0.984,0.998,0.986,0.996,,,,,,,,,,,,,,,
180,0.99,0.996,0.987,0.996,,,,,,,,,,,,,,,
181,0.987,0.998,0.988,0.998,,,,,,,,,,,,,,,
182,0.99,0.997,0.986,0.999,,,,,,,,,,,,,,,
183,0.991,0.997,0.989,0.998,,,,,,,,,,,,,,,
184,0.991,0.997,0.99,0.998,,,,,,,,,,,,,,,
185,0.991,0.996,0.984,0.998,,,,,,,,,,,,,,,
186,0.986,0.996,0.988,0.997,,,,,,,,,,,,,,,
187,0.989,0.999,0.988,0.999,,,,,,,,,,,,,,,
188,0.991,0.997,0.985,0.997,,,,,,,,,,,,,,,
189,0.994,0.997,0.993,0.995,,,,,,,,,,,,,,,
190,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
191,0.995,0.997,0.994,0.998,,,,,,,,,,,,,,,
192,0.99,0.998,0.986,0.999,,,,,,,,,,,,,,,
193,0.991,0.997,0.993,0.998,,,,,,,,,,,,,,,
194,0.99,0.998,0.993,0.997,,,,,,,,,,,,,,,
195,0.989,0.997,0.984,0.997,,,,,,,,,,,,,,,
196,0.988,0.997,0.988,0.998,,,,,,,,,,,,,,,
197,0.991,0.996,0.984,0.998,,,,,,,,,,,,,,,
198,0.994,0.997,0.981,0.995,,,,,,,,,,,,,,,
199,0.992,0.999,0.991,0.998,,,,,,,,,,,,,,,
200,0.993,0.998,0.987,0.997,,,,,,,,,,,,,,,
201,0.984,0.998,0.988,0.996,,,,,,,,,,,,,,,
202,0.991,0.996,0.987,0.998,,,,,,,,,,,,,,,
203,0.989,0.997,0.99,0.999,,,,,,,,,,,,,,,
204,0.986,0.999,0.99,0.999,,,,,,,,,,,,,,,
205,0.991,0.997,0.993,0.996,,,,,,,,,,,,,,,
206,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
207,0.989,0.998,0.988,0.999,,,,,,,,,,,,,,,
208,0.985,0.998,0.989,0.998,,,,,,,,,,,,,,,
209,0.993,0.994,0.993,0.997,,,,,,,,,,,,,,,
210,0.991,0.999,0.988,0.997,,,,,,,,,,,,,,,
211,0.984,0.998,0.994,0.998,,,,,,,,,,,,,,,
212,0.989,0.999,0.99,0.998,,,,,,,,,,,,,,,
213,0.992,0.997,0.994,0.997,,,,,,,,,,,,,,,
214,0.994,0.996,0.99,0.996,,,,,,,,,,,,,,,
215,0.982,0.999,0.99,0.999,,,,,,,,,,,,,,,
216,0.984,0.998,0.994,0.998,,,,,,,,,,,,,,,
217,0.992,0.997,0.988,0.998,,,,,,,,,,,,,,,
218,0.989,0.999,0.992,0.997,,,,,,,,,,,,,,,
219,0.987,0.998,0.992,0.998,,,,,,,,,,,,,,,
220,0.993,0.997,0.988,0.997,,,,,,,,,,,,,,,
221,0.991,0.998,0.99,0.999,,,,,,,,,,,,,,,
222,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
223,0.992,0.995,0.987,0.998,,,,,,,,,,,,,,,
224,0.988,0.996,0.99,0.999,,,,,,,,,,,,,,,
225,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
226,0.99,0.998,0.992,0.997,,,,,,,,,,,,,,,
227,0.991,0.997,0.989,0.996,,,,,,,,,,,,,,,
228,0.994,0.998,0.989,0.997,,,,,,,,,,,,,,,
229,0.992,0.998,0.982,0.998,,,,,,,,,,,,,,,
230,0.986,0.997,0.99,0.998,,,,,,,,,,,,,,,
231,0.992,0.997,0.985,0.998,,,,,,,,,,,,,,,
232,0.993,0.996,0.993,0.997,,,,,,,,,,,,,,,
233,0.992,0.998,0.992,0.999,,,,,,,,,,,,,,,
234,0.989,0.998,0.986,0.999,,,,,,,,,,,,,,,
235,0.985,0.998,0.984,0.998,,,,,,,,,,,,,,,
236,0.992,0.998,0.993,0.998,,,,,,,,,,,,,,,
237,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
238,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
239,0.983,0.998,0.985,0.995,,,,,,,,,,,,,,,
240,0.992,0.998,0.987,0.999,,,,,,,,,,,,,,,
241,0.989,0.998,0.991,0.998,,,,,,,,,,,,,,,
242,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
243,0.994,0.996,0.991,0.998,,,,,,,,,,,,,,,
244,0.979,0.999,0.987,0.998,,,,,,,,,,,,,,,
245,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
246,0.99,0.996,0.992,0.998,,,,,,,,,,,,,,,
247,0.988,0.996,0.992,0.997,,,,,,,,,,,,,,,
248,0.993,0.998,0.989,0.998,,,,,,,,,,,,,,,
249,0.993,0.998,0.992,0.998,,,,,,,,,,,,,,,
250,0.996,0.996,0.985,0.997,,,,,,,,,,,,,,,
251,0.989,0.997,0.995,0.998,,,,,,,,,,,,,,,
252,0.992,0.996,0.989,0.998,,,,,,,,,,,,,,,
253,0.991,0.997,0.994,0.998,,,,,,,,,,,,,,,
254,0.991,0.998,0.989,0.999,,,,,,,,,,,,,,,
255,0.995,0.999,0.99,0.998,,,,,,,,,,,,,,,
256,0.987,0.998,0.991,0.998,,,,,,,,,,,,,,,
257,0.989,0.997,0.994,0.999,,,,,,,,,,,,,,,
258,0.994,0.995,0.983,0.998,,,,,,,,,,,,,,,
259,0.985,0.998,0.992,0.997,,,,,,,,,,,,,,,
260,0.993,0.999,0.99,0.997,,,,,,,,,,,,,,,
261,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
262,0.995,0.998,0.991,0.997,,,,,,,,,,,,,,,
263,0.99,0.998,0.994,0.998,,,,,,,,,,,,,,,
264,0.995,0.996,0.991,0.996,,,,,,,,,,,,,,,
265,0.991,0.998,0.987,0.998,,,,,,,,,,,,,,,
266,0.984,0.997,0.991,0.997,,,,,,,,,,,,,,,
267,0.994,0.996,0.98,0.998,,,,,,,,,,,,,,,
268,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
269,0.995,0.997,0.994,0.998,,,,,,,,,,,,,,,
270,0.98,0.996,0.988,0.996,,,,,,,,,,,,,,,
271,0.987,0.998,0.991,0.998,,,,,,,,,,,,,,,
272,0.994,0.997,0.99,0.996,,,,,,,,,,,,,,,
273,0.988,0.996,0.978,0.999,,,,,,,,,,,,,,,
274,0.989,0.998,0.983,0.996,,,,,,,,,,,,,,,
275,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
276,0.984,0.998,0.986,0.999,,,,,,,,,,,,,,,
277,0.985,0.997,0.993,0.998,,,,,,,,,,,,,,,
278,0.992,0.997,0.988,0.998,,,,,,,,,,,,,,,
279,0.992,0.996,0.993,0.997,,,,,,,,,,,,,,,
280,0.989,0.998,0.984,0.997,,,,,,,,,,,,,,,
281,0.985,0.998,0.983,0.996,,,,,,,,,,,,,,,
282,0.991,0.998,0.989,0.999,,,,,,,,,,,,,,,
283,0.989,0.998,0.988,0.996,,,,,,,,,,,,,,,
284,0.987,0.999,0.989,0.998,,,,,,,,,,,,,,,
285,0.99,0.998,0.99,0.998,,,,,,,,,,,,,,,
286,0.988,0.998,0.991,0.997,,,,,,,,,,,,,,,
287,0.994,0.997,0.987,0.999,,,,,,,,,,,,,,,
288,0.982,0.998,0.993,0.996,,,,,,,,,,,,,,,
289,0.995,0.997,0.995,0.998,,,,,,,,,,,,,,,
290,0.994,0.999,0.994,0.995,,,,,,,,,,,,,,,
291,0.982,0.997,0.994,0.998,,,,,,,,,,,,,,,
292,0.986,0.997,0.99,0.998,,,,,,,,,,,,,,,
293,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
294,0.991,0.998,0.987,0.998,,,,,,,,,,,,,,,
295,0.992,0.998,0.991,0.996,,,,,,,,,,,,,,,
296,0.987,0.998,0.991,0.998,,,,,,,,,,,,,,,
297,0.991,0.998,0.992,0.998,,,,,,,,,,,,,,,
298,0.994,0.998,0.985,0.996,,,,,,,,,,,,,,,
299,0.994,0.997,0.993,0.997,,,,,,,,,,,,,,,
300,0.99,0.997,0.992,0.998,,,,,,,,,,,,,,,
301,0.992,0.998,0.99,0.998,,,,,,,,,,,,,,,
302,0.99,0.997,0.991,0.997,,,,,,,,,,,,,,,
303,0.993,0.998,0.993,0.995,,,,,,,,,,,,,,,
304,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
305,0.986,0.998,0.99,0.998,,,,,,,,,,,,,,,
306,0.99,0.997,0.99,0.998,,,,,,,,,,,,,,,
307,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
308,0.992,0.997,0.982,0.998,,,,,,,,,,,,,,,
309,0.989,0.997,0.987,0.994,,,,,,,,,,,,,,,
310,0.993,0.999,0.992,0.999,,,,,,,,,,,,,,,
311,0.987,0.996,0.993,0.998,,,,,,,,,,,,,,,
312,0.986,0.997,0.992,0.997,,,,,,,,,,,,,,,
313,0.991,0.994,0.991,0.997,,,,,,,,,,,,,,,
314,0.988,0.999,0.989,0.998,,,,,,,,,,,,,,,
315,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
316,0.996,0.995,0.993,0.996,,,,,,,,,,,,,,,
317,0.994,0.995,0.988,0.996,,,,,,,,,,,,,,,
318,0.994,0.997,0.984,0.998,,,,,,,,,,,,,,,
319,0.992,0.998,0.995,0.999,,,,,,,,,,,,,,,
320,0.99,0.997,0.995,0.997,,,,,,,,,,,,,,,
321,0.989,0.998,0.981,0.991,,,,,,,,,,,,,,,
322,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
323,0.988,0.997,0.993,0.997,,,,,,,,,,,,,,,
324,0.99,0.999,0.993,0.998,,,,,,,,,,,,,,,
325,0.994,0.997,0.989,0.997,,,,,,,,,,,,,,,
326,0.989,0.999,0.993,0.998,,,,,,,,,,,,,,,
327,0.993,0.998,0.987,0.997,,,,,,,,,,,,,,,
328,0.994,0.998,0.988,0.997,,,,,,,,,,,,,,,
329,0.981,0.998,0.994,0.998,,,,,,,,,,,,,,,
330,0.987,0.998,0.991,0.998,,,,,,,,,,,,,,,
331,0.987,0.998,0.987,0.995,,,,,,,,,,,,,,,
332,0.964,0.998,0.986,0.999,,,,,,,,,,,,,,,
333,0.993,0.998,0.993,0.997,,,,,,,,,,,,,,,
334,0.993,0.999,0.991,0.998,,,,,,,,,,,,,,,
335,0.99,0.997,0.992,0.997,,,,,,,,,,,,,,,
336,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
337,0.99,0.999,0.989,0.998,,,,,,,,,,,,,,,
338,0.995,0.996,0.988,0.997,,,,,,,,,,,,,,,
339,0.99,0.998,0.992,0.997,,,,,,,,,,,,,,,
340,0.99,0.996,0.993,0.998,,,,,,,,,,,,,,,
341,0.989,0.998,0.983,0.998,,,,,,,,,,,,,,,
342,0.994,0.996,0.989,0.997,,,,,,,,,,,,,,,
343,0.992,0.997,0.994,0.998,,,,,,,,,,,,,,,
344,0.992,0.998,0.996,0.999,,,,,,,,,,,,,,,
345,0.988,0.997,0.99,0.998,,,,,,,,,,,,,,,
346,0.99,0.997,0.993,0.999,,,,,,,,,,,,,,,
347,0.992,0.997,0.986,0.998,,,,,,,,,,,,,,,
348,0.993,0.999,0.991,0.998,,,,,,,,,,,,,,,
349,0.991,0.997,0.992,0.998,,,,,,,,,,,,,,,
350,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
351,0.99,0.997,0.985,0.996,,,,,,,,,,,,,,,
352,0.993,0.998,0.99,0.998,,,,,,,,,,,,,,,
353,0.993,0.997,0.984,0.996,,,,,,,,,,,,,,,
354,0.988,0.997,0.992,0.998,,,,,,,,,,,,,,,
355,0.997,0.998,0.991,0.997,,,,,,,,,,,,,,,
356,0.991,0.998,0.995,0.998,,,,,,,,,,,,,,,
357,0.987,0.997,0.988,0.993,,,,,,,,,,,,,,,
358,0.988,0.997,0.988,0.997,,,,,,,,,,,,,,,
359,0.995,0.997,0.994,0.998,,,,,,,,,,,,,,,
360,0.992,0.998,0.977,0.998,,,,,,,,,,,,,,,
361,0.992,0.996,0.986,0.998,,,,,,,,,,,,,,,
362,0.993,0.999,0.991,0.997,,,,,,,,,,,,,,,
363,0.987,0.997,0.993,0.996,,,,,,,,,,,,,,,
364,0.984,0.996,0.98,0.999,,,,,,,,,,,,,,,
365,0.995,0.998,0.988,0.991,,,,,,,,,,,,,,,
366,0.995,0.996,0.989,0.996,,,,,,,,,,,,,,,
367,0.995,0.998,0.994,0.996,,,,,,,,,,,,,,,
368,0.993,0.998,0.995,0.998,,,,,,,,,,,,,,,
369,0.99,0.997,0.991,0.996,,,,,,,,,,,,,,,
370,0.98,0.999,0.983,0.997,,,,,,,,,,,,,,,
371,0.993,0.998,0.993,0.997,,,,,,,,,,,,,,,
372,0.994,0.998,0.988,0.998,,,,,,,,,,,,,,,
373,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
374,0.993,0.998,0.99,0.996,,,,,,,,,,,,,,,
375,0.99,0.998,0.992,0.996,,,,,,,,,,,,,,,
376,0.994,0.996,0.984,0.998,,,,,,,,,,,,,,,
377,0.99,0.998,0.992,0.998,,,,,,,,,,,,,,,
378,0.986,0.997,0.992,0.999,,,,,,,,,,,,,,,
379,0.995,0.998,0.992,0.997,,,,,,,,,,,,,,,
380,0.99,0.997,0.993,0.997,,,,,,,,,,,,,,,
381,0.994,0.996,0.992,0.998,,,,,,,,,,,,,,,
382,0.989,0.997,0.992,0.998,,,,,,,,,,,,,,,
383,0.985,0.998,0.99,0.998,,,,,,,,,,,,,,,
384,0.992,0.997,0.985,0.997,,,,,,,,,,,,,,,
385,0.992,0.996,0.991,0.997,,,,,,,,,,,,,,,
386,0.993,0.998,0.985,0.997,,,,,,,,,,,,,,,
387,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
388,0.994,0.997,0.984,0.998,,,,,,,,,,,,,,,
389,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
390,0.991,0.998,0.988,0.997,,,,,,,,,,,,,,,
391,0.992,0.997,0.986,0.998,,,,,,,,,,,,,,,
392,0.986,0.998,0.993,0.999,,,,,,,,,,,,,,,
393,0.99,0.998,0.989,0.999,,,,,,,,,,,,,,,
394,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
395,0.992,0.997,0.993,0.995,,,,,,,,,,,,,,,
396,0.986,0.997,0.99,0.998,,,,,,,,,,,,,,,
397,0.993,0.997,0.988,0.999,,,,,,,,,,,,,,,
398,0.987,0.997,0.992,0.999,,,,,,,,,,,,,,,
399,0.994,0.997,0.984,0.996,,,,,,,,,,,,,,,
400,0.989,0.997,0.99,0.999,,,,,,,,,,,,,,,
401,0.994,0.998,0.991,0.999,,,,,,,,,,,,,,,
402,0.993,0.998,0.994,0.999,,,,,,,,,,,,,,,
403,0.992,0.997,0.985,0.998,,,,,,,,,,,,,,,
404,0.981,0.996,0.99,0.998,,,,,,,,,,,,,,,
405,0.992,0.998,0.987,0.998,,,,,,,,,,,,,,,
406,0.994,0.998,0.989,0.999,,,,,,,,,,,,,,,
407,0.991,0.996,0.989,0.999,,,,,,,,,,,,,,,
408,0.996,0.997,0.989,0.998,,,,,,,,,,,,,,,
409,0.986,0.999,0.991,0.999,,,,,,,,,,,,,,,
410,0.992,0.996,0.989,0.997,,,,,,,,,,,,,,,
411,0.996,0.998,0.993,0.997,,,,,,,,,,,,,,,
412,0.988,0.998,0.992,0.998,,,,,,,,,,,,,,,
413,0.98,0.999,0.99,0.998,,,,,,,,,,,,,,,
414,0.995,0.998,0.993,0.997,,,,,,,,,,,,,,,
415,0.992,0.997,0.987,0.999,,,,,,,,,,,,,,,
416,0.991,0.998,0.99,0.998,,,,,,,,,,,,,,,
417,0.994,0.997,0.995,0.999,,,,,,,,,,,,,,,
418,0.985,0.997,0.986,0.997,,,,,,,,,,,,,,,
