,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
0,0.987,0.997,0.985,0.998,,,,,,,,,,,,,,,
1,0.988,0.998,0.989,0.998,,,,,,,,,,,,,,,
2,0.991,0.998,0.989,0.997,,,,,,,,,,,,,,,
3,0.988,0.997,0.987,0.998,,,,,,,,,,,,,,,
4,0.991,0.998,0.989,0.998,,,,,,,,,,,,,,,
5,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
6,0.99,0.997,0.99,0.998,,,,,,,,,,,,,,,
7,0.99,0.997,0.991,0.998,,,,,,,,,,,,,,,
8,0.989,0.998,0.988,0.998,,,,,,,,,,,,,,,
9,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
10,0.989,0.997,0.986,0.998,,,,,,,,,,,,,,,
11,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
12,0.993,0.997,0.988,0.998,,,,,,,,,,,,,,,
13,0.989,0.998,0.99,0.998,,,,,,,,,,,,,,,
14,0.991,0.997,0.989,0.998,,,,,,,,,,,,,,,
15,0.99,0.997,0.991,0.998,,,,,,,,,,,,,,,
16,0.993,0.997,0.991,0.998,,,,,,,,,,,,,,,
17,0.988,0.997,0.992,0.997,,,,,,,,,,,,,,,
18,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
19,0.992,0.998,0.991,0.998,,,,,,,,,,,,,,,
20,0.991,0.998,0.992,0.998,,,,,,,,,,,,,,,
21,0.992,0.997,0.988,0.997,,,,,,,,,,,,,,,
22,0.993,0.997,0.992,0.997,,,,,,,,,,,,,,,
23,0.989,0.998,0.991,0.998,,,,,,,,,,,,,,,
24,0.99,0.997,0.99,0.997,,,,,,,,,,,,,,,
25,0.988,0.998,0.987,0.998,,,,,,,,,,,,,,,
26,0.99,0.998,0.989,0.997,,,,,,,,,,,,,,,
27,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
28,0.991,0.998,0.988,0.998,,,,,,,,,,,,,,,
29,0.991,0.997,0.991,0.997,,,,,,,,,,,,,,,
30,0.986,0.998,0.989,0.998,,,,,,,,,,,,,,,
31,0.991,0.997,0.989,0.998,,,,,,,,,,,,,,,
32,0.993,0.997,0.992,0.997,,,,,,,,,,,,,,,
33,0.991,0.998,0.989,0.997,,,,,,,,,,,,,,,
34,0.989,0.997,0.992,0.998,,,,,,,,,,,,,,,
35,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
36,0.989,0.998,0.989,0.998,,,,,,,,,,,,,,,
37,0.993,0.997,0.989,0.997,,,,,,,,,,,,,,,
38,0.992,0.998,0.989,0.997,,,,,,,,,,,,,,,
39,0.989,0.997,0.988,0.998,,,,,,,,,,,,,,,
40,0.989,0.998,0.989,0.997,,,,,,,,,,,,,,,
41,0.989,0.997,0.99,0.998,,,,,,,,,,,,,,,
42,0.99,0.998,0.991,0.998,,,,,,,,,,,,,,,
43,0.99,0.997,0.989,0.997,,,,,,,,,,,,,,,
44,0.992,0.998,0.987,0.998,,,,,,,,,,,,,,,
45,0.993,0.997,0.989,0.997,,,,,,,,,,,,,,,
46,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
47,0.993,0.997,0.99,0.998,,,,,,,,,,,,,,,
48,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
49,0.99,0.998,0.993,0.998,,,,,,,,,,,,,,,
50,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
51,0.987,0.998,0.989,0.998,,,,,,,,,,,,,,,
52,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
53,0.985,0.998,0.991,0.997,,,,,,,,,,,,,,,
54,0.992,0.997,0.988,0.996,,,,,,,,,,,,,,,
55,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
56,0.988,0.998,0.988,0.997,,,,,,,,,,,,,,,
57,0.99,0.997,0.989,0.998,,,,,,,,,,,,,,,
58,0.992,0.997,0.99,0.997,,,,,,,,,,,,,,,
59,0.988,0.996,0.988,0.998,,,,,,,,,,,,,,,
60,0.993,0.997,0.987,0.998,,,,,,,,,,,,,,,
61,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
62,0.991,0.997,0.991,0.997,,,,,,,,,,,,,,,
63,0.992,0.997,0.989,0.998,,,,,,,,,,,,,,,
64,0.99,0.998,0.989,0.998,,,,,,,,,,,,,,,
