,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
37,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
38,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
39,0.981,0.997,0.983,0.997,,,,,,,,,,,,,,,
40,0.988,0.996,0.988,0.996,,,,,,,,,,,,,,,
41,0.99,0.996,0.986,0.997,,,,,,,,,,,,,,,
42,0.989,0.996,0.987,0.997,,,,,,,,,,,,,,,
43,0.988,0.998,0.988,0.996,,,,,,,,,,,,,,,
44,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
45,0.988,0.996,0.989,0.997,,,,,,,,,,,,,,,
46,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
47,0.984,0.997,0.988,0.997,,,,,,,,,,,,,,,
48,0.987,0.997,0.99,0.997,,,,,,,,,,,,,,,
49,0.986,0.996,0.989,0.997,,,,,,,,,,,,,,,
50,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
51,0.988,0.996,0.989,0.998,,,,,,,,,,,,,,,
52,0.986,0.996,0.987,0.996,,,,,,,,,,,,,,,
53,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
54,0.985,0.996,0.985,0.997,,,,,,,,,,,,,,,
55,0.985,0.997,0.988,0.996,,,,,,,,,,,,,,,
56,0.989,0.996,0.99,0.997,,,,,,,,,,,,,,,
57,0.986,0.996,0.989,0.998,,,,,,,,,,,,,,,
58,0.985,0.998,0.989,0.997,,,,,,,,,,,,,,,
59,0.988,0.997,0.991,0.995,,,,,,,,,,,,,,,
60,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
61,0.987,0.997,0.985,0.997,,,,,,,,,,,,,,,
62,0.99,0.996,0.983,0.997,,,,,,,,,,,,,,,
63,0.986,0.997,0.989,0.997,,,,,,,,,,,,,,,
64,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
65,0.983,0.997,0.984,0.995,,,,,,,,,,,,,,,
66,0.989,0.996,0.988,0.997,,,,,,,,,,,,,,,
67,0.991,0.996,0.988,0.997,,,,,,,,,,,,,,,
68,0.991,0.997,0.985,0.996,,,,,,,,,,,,,,,
69,0.985,0.997,0.982,0.997,,,,,,,,,,,,,,,
70,0.987,0.997,0.988,0.997,,,,,,,,,,,,,,,
71,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
72,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
73,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
74,0.989,0.997,0.987,0.998,,,,,,,,,,,,,,,
75,0.989,0.997,0.99,0.996,,,,,,,,,,,,,,,
76,0.989,0.996,0.987,0.998,,,,,,,,,,,,,,,
77,0.979,0.997,0.987,0.998,,,,,,,,,,,,,,,
78,0.99,0.997,0.989,0.997,,,,,,,,,,,,,,,
79,0.982,0.997,0.985,0.998,,,,,,,,,,,,,,,
80,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
81,0.985,0.997,0.988,0.996,,,,,,,,,,,,,,,
82,0.981,0.997,0.983,0.997,,,,,,,,,,,,,,,
83,0.99,0.996,0.988,0.997,,,,,,,,,,,,,,,
84,0.986,0.995,0.982,0.997,,,,,,,,,,,,,,,
85,0.989,0.997,0.988,0.998,,,,,,,,,,,,,,,
86,0.987,0.996,0.983,0.997,,,,,,,,,,,,,,,
87,0.988,0.996,0.988,0.997,,,,,,,,,,,,,,,
88,0.988,0.996,0.991,0.997,,,,,,,,,,,,,,,
89,0.989,0.997,0.983,0.997,,,,,,,,,,,,,,,
90,0.985,0.997,0.985,0.997,,,,,,,,,,,,,,,
91,0.982,0.997,0.987,0.998,,,,,,,,,,,,,,,
92,0.983,0.997,0.986,0.998,,,,,,,,,,,,,,,
93,0.987,0.997,0.982,0.997,,,,,,,,,,,,,,,
94,0.988,0.997,0.984,0.997,,,,,,,,,,,,,,,
95,0.991,0.997,0.988,0.997,,,,,,,,,,,,,,,
96,0.99,0.996,0.99,0.997,,,,,,,,,,,,,,,
97,0.989,0.997,0.99,0.996,,,,,,,,,,,,,,,
98,0.989,0.997,0.987,0.996,,,,,,,,,,,,,,,
99,0.988,0.997,0.983,0.997,,,,,,,,,,,,,,,
100,0.989,0.996,0.988,0.996,,,,,,,,,,,,,,,
101,0.99,0.996,0.99,0.997,,,,,,,,,,,,,,,
102,0.984,0.997,0.988,0.995,,,,,,,,,,,,,,,
103,0.986,0.997,0.986,0.996,,,,,,,,,,,,,,,
104,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
105,0.99,0.997,0.987,0.997,,,,,,,,,,,,,,,
106,0.989,0.996,0.986,0.997,,,,,,,,,,,,,,,
107,0.99,0.997,0.99,0.997,,,,,,,,,,,,,,,
108,0.988,0.997,0.988,0.998,,,,,,,,,,,,,,,
109,0.985,0.997,0.982,0.997,,,,,,,,,,,,,,,
110,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
111,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
112,0.987,0.996,0.988,0.997,,,,,,,,,,,,,,,
113,0.989,0.998,0.988,0.997,,,,,,,,,,,,,,,
114,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
115,0.991,0.998,0.992,0.998,,,,,,,,,,,,,,,
116,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
117,0.99,0.997,0.987,0.997,,,,,,,,,,,,,,,
118,0.988,0.997,0.981,0.997,,,,,,,,,,,,,,,
119,0.988,0.996,0.981,0.998,,,,,,,,,,,,,,,
120,0.987,0.997,0.984,0.996,,,,,,,,,,,,,,,
121,0.99,0.997,0.987,0.997,,,,,,,,,,,,,,,
122,0.985,0.997,0.987,0.998,,,,,,,,,,,,,,,
123,0.987,0.997,0.988,0.997,,,,,,,,,,,,,,,
124,0.984,0.996,0.985,0.996,,,,,,,,,,,,,,,
125,0.985,0.997,0.985,0.997,,,,,,,,,,,,,,,
126,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
127,0.983,0.996,0.988,0.998,,,,,,,,,,,,,,,
128,0.987,0.997,0.987,0.998,,,,,,,,,,,,,,,
129,0.989,0.997,0.985,0.997,,,,,,,,,,,,,,,
130,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
131,0.984,0.996,0.988,0.997,,,,,,,,,,,,,,,
132,0.988,0.996,0.987,0.998,,,,,,,,,,,,,,,
133,0.99,0.996,0.989,0.997,,,,,,,,,,,,,,,
134,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
135,0.988,0.996,0.989,0.996,,,,,,,,,,,,,,,
136,0.983,0.997,0.986,0.997,,,,,,,,,,,,,,,
137,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
138,0.99,0.997,0.988,0.996,,,,,,,,,,,,,,,
139,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
140,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
141,0.987,0.996,0.985,0.996,,,,,,,,,,,,,,,
142,0.989,0.995,0.984,0.997,,,,,,,,,,,,,,,
143,0.988,0.997,0.988,0.995,,,,,,,,,,,,,,,
144,0.983,0.997,0.986,0.997,,,,,,,,,,,,,,,
145,0.986,0.996,0.99,0.996,,,,,,,,,,,,,,,
146,0.989,0.997,0.988,0.996,,,,,,,,,,,,,,,
147,0.987,0.996,0.986,0.997,,,,,,,,,,,,,,,
148,0.986,0.997,0.986,0.996,,,,,,,,,,,,,,,
149,0.985,0.998,0.987,0.997,,,,,,,,,,,,,,,
150,0.985,0.997,0.987,0.998,,,,,,,,,,,,,,,
151,0.991,0.996,0.989,0.996,,,,,,,,,,,,,,,
152,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
153,0.986,0.997,0.989,0.996,,,,,,,,,,,,,,,
154,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
155,0.99,0.997,0.986,0.996,,,,,,,,,,,,,,,
156,0.983,0.997,0.984,0.998,,,,,,,,,,,,,,,
157,0.99,0.998,0.991,0.997,,,,,,,,,,,,,,,
158,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
159,0.989,0.995,0.986,0.997,,,,,,,,,,,,,,,
160,0.988,0.997,0.984,0.998,,,,,,,,,,,,,,,
161,0.985,0.997,0.987,0.997,,,,,,,,,,,,,,,
162,0.99,0.996,0.988,0.998,,,,,,,,,,,,,,,
163,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
164,0.989,0.997,0.984,0.997,,,,,,,,,,,,,,,
165,0.99,0.996,0.986,0.997,,,,,,,,,,,,,,,
166,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
167,0.986,0.997,0.985,0.997,,,,,,,,,,,,,,,
168,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
169,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
170,0.989,0.996,0.984,0.997,,,,,,,,,,,,,,,
171,0.988,0.996,0.981,0.995,,,,,,,,,,,,,,,
172,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
173,0.988,0.995,0.989,0.996,,,,,,,,,,,,,,,
174,0.986,0.997,0.987,0.996,,,,,,,,,,,,,,,
175,0.991,0.996,0.989,0.997,,,,,,,,,,,,,,,
176,0.988,0.997,0.986,0.995,,,,,,,,,,,,,,,
177,0.989,0.997,0.989,0.998,,,,,,,,,,,,,,,
178,0.99,0.996,0.988,0.997,,,,,,,,,,,,,,,
179,0.988,0.997,0.985,0.996,,,,,,,,,,,,,,,
180,0.989,0.997,0.986,0.996,,,,,,,,,,,,,,,
181,0.982,0.997,0.985,0.996,,,,,,,,,,,,,,,
182,0.988,0.995,0.989,0.998,,,,,,,,,,,,,,,
183,0.987,0.997,0.987,0.997,,,,,,,,,,,,,,,
184,0.987,0.998,0.983,0.997,,,,,,,,,,,,,,,
185,0.985,0.997,0.985,0.998,,,,,,,,,,,,,,,
186,0.989,0.997,0.988,0.998,,,,,,,,,,,,,,,
187,0.991,0.996,0.991,0.997,,,,,,,,,,,,,,,
188,0.989,0.996,0.986,0.996,,,,,,,,,,,,,,,
189,0.988,0.997,0.984,0.998,,,,,,,,,,,,,,,
190,0.987,0.996,0.988,0.996,,,,,,,,,,,,,,,
191,0.991,0.997,0.988,0.996,,,,,,,,,,,,,,,
192,0.987,0.997,0.987,0.996,,,,,,,,,,,,,,,
193,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
194,0.986,0.996,0.983,0.996,,,,,,,,,,,,,,,
195,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
196,0.984,0.997,0.987,0.998,,,,,,,,,,,,,,,
197,0.988,0.996,0.983,0.997,,,,,,,,,,,,,,,
198,0.987,0.996,0.983,0.995,,,,,,,,,,,,,,,
199,0.991,0.997,0.989,0.996,,,,,,,,,,,,,,,
200,0.991,0.996,0.987,0.998,,,,,,,,,,,,,,,
201,0.987,0.997,0.984,0.997,,,,,,,,,,,,,,,
202,0.986,0.998,0.99,0.998,,,,,,,,,,,,,,,
203,0.992,0.996,0.99,0.997,,,,,,,,,,,,,,,
204,0.99,0.995,0.987,0.997,,,,,,,,,,,,,,,
205,0.987,0.997,0.988,0.998,,,,,,,,,,,,,,,
206,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
207,0.983,0.997,0.987,0.997,,,,,,,,,,,,,,,
208,0.988,0.997,0.988,0.997,,,,,,,,,,,,,,,
209,0.984,0.996,0.987,0.998,,,,,,,,,,,,,,,
210,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
211,0.988,0.997,0.983,0.998,,,,,,,,,,,,,,,
212,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
213,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
214,0.986,0.996,0.987,0.996,,,,,,,,,,,,,,,
215,0.989,0.997,0.986,0.996,,,,,,,,,,,,,,,
216,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
217,0.988,0.996,0.991,0.997,,,,,,,,,,,,,,,
218,0.984,0.997,0.988,0.998,,,,,,,,,,,,,,,
219,0.989,0.996,0.99,0.998,,,,,,,,,,,,,,,
220,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
221,0.987,0.996,0.988,0.998,,,,,,,,,,,,,,,
222,0.99,0.997,0.985,0.997,,,,,,,,,,,,,,,
223,0.986,0.996,0.989,0.998,,,,,,,,,,,,,,,
224,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
225,0.985,0.997,0.989,0.997,,,,,,,,,,,,,,,
226,0.983,0.997,0.987,0.997,,,,,,,,,,,,,,,
227,0.987,0.998,0.992,0.997,,,,,,,,,,,,,,,
228,0.987,0.997,0.989,0.996,,,,,,,,,,,,,,,
229,0.984,0.996,0.984,0.998,,,,,,,,,,,,,,,
230,0.99,0.996,0.989,0.998,,,,,,,,,,,,,,,
231,0.985,0.997,0.982,0.998,,,,,,,,,,,,,,,
232,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
233,0.989,0.997,0.985,0.997,,,,,,,,,,,,,,,
234,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
235,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
236,0.986,0.997,0.982,0.997,,,,,,,,,,,,,,,
237,0.987,0.997,0.99,0.997,,,,,,,,,,,,,,,
238,0.992,0.996,0.987,0.997,,,,,,,,,,,,,,,
239,0.988,0.997,0.987,0.997,,,,,,,,,,,,,,,
240,0.988,0.997,0.981,0.998,,,,,,,,,,,,,,,
241,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
242,0.987,0.997,0.987,0.996,,,,,,,,,,,,,,,
243,0.987,0.997,0.986,0.996,,,,,,,,,,,,,,,
244,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
245,0.988,0.997,0.988,0.996,,,,,,,,,,,,,,,
246,0.988,0.998,0.987,0.997,,,,,,,,,,,,,,,
247,0.988,0.996,0.987,0.997,,,,,,,,,,,,,,,
248,0.986,0.997,0.985,0.996,,,,,,,,,,,,,,,
249,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
250,0.987,0.996,0.984,0.998,,,,,,,,,,,,,,,
251,0.985,0.997,0.987,0.997,,,,,,,,,,,,,,,
252,0.986,0.998,0.989,0.997,,,,,,,,,,,,,,,
253,0.989,0.998,0.985,0.996,,,,,,,,,,,,,,,
254,0.981,0.996,0.984,0.996,,,,,,,,,,,,,,,
255,0.99,0.997,0.985,0.997,,,,,,,,,,,,,,,
256,0.989,0.996,0.986,0.998,,,,,,,,,,,,,,,
257,0.988,0.998,0.99,0.998,,,,,,,,,,,,,,,
258,0.991,0.997,0.987,0.997,,,,,,,,,,,,,,,
259,0.982,0.996,0.985,0.997,,,,,,,,,,,,,,,
260,0.988,0.996,0.986,0.997,,,,,,,,,,,,,,,
261,0.987,0.996,0.987,0.997,,,,,,,,,,,,,,,
262,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
263,0.985,0.996,0.985,0.996,,,,,,,,,,,,,,,
264,0.987,0.997,0.99,0.996,,,,,,,,,,,,,,,
265,0.989,0.996,0.983,0.997,,,,,,,,,,,,,,,
266,0.989,0.998,0.988,0.998,,,,,,,,,,,,,,,
267,0.987,0.997,0.987,0.998,,,,,,,,,,,,,,,
268,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
269,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
270,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
271,0.987,0.997,0.988,0.997,,,,,,,,,,,,,,,
272,0.989,0.997,0.988,0.996,,,,,,,,,,,,,,,
273,0.987,0.997,0.986,0.996,,,,,,,,,,,,,,,
274,0.985,0.996,0.987,0.997,,,,,,,,,,,,,,,
275,0.987,0.996,0.989,0.998,,,,,,,,,,,,,,,
276,0.984,0.997,0.98,0.998,,,,,,,,,,,,,,,
277,0.986,0.998,0.985,0.998,,,,,,,,,,,,,,,
278,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
279,0.984,0.997,0.983,0.997,,,,,,,,,,,,,,,
280,0.99,0.997,0.982,0.995,,,,,,,,,,,,,,,
281,0.988,0.997,0.987,0.998,,,,,,,,,,,,,,,
282,0.986,0.998,0.988,0.996,,,,,,,,,,,,,,,
283,0.987,0.996,0.987,0.996,,,,,,,,,,,,,,,
284,0.987,0.997,0.984,0.997,,,,,,,,,,,,,,,
285,0.991,0.997,0.984,0.998,,,,,,,,,,,,,,,
286,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
287,0.987,0.996,0.982,0.996,,,,,,,,,,,,,,,
288,0.986,0.997,0.983,0.997,,,,,,,,,,,,,,,
289,0.988,0.996,0.987,0.996,,,,,,,,,,,,,,,
290,0.991,0.996,0.985,0.997,,,,,,,,,,,,,,,
291,0.989,0.997,0.988,0.997,,,,,,,,,,,,,,,
292,0.986,0.996,0.984,0.996,,,,,,,,,,,,,,,
293,0.989,0.996,0.985,0.996,,,,,,,,,,,,,,,
294,0.988,0.996,0.982,0.996,,,,,,,,,,,,,,,
295,0.987,0.997,0.986,0.996,,,,,,,,,,,,,,,
296,0.984,0.997,0.988,0.997,,,,,,,,,,,,,,,
297,0.988,0.996,0.984,0.996,,,,,,,,,,,,,,,
298,0.988,0.996,0.989,0.998,,,,,,,,,,,,,,,
299,0.984,0.997,0.984,0.998,,,,,,,,,,,,,,,
300,0.982,0.997,0.985,0.997,,,,,,,,,,,,,,,
301,0.988,0.995,0.986,0.997,,,,,,,,,,,,,,,
302,0.986,0.997,0.985,0.998,,,,,,,,,,,,,,,
303,0.983,0.997,0.983,0.997,,,,,,,,,,,,,,,
304,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
305,0.983,0.996,0.986,0.998,,,,,,,,,,,,,,,
306,0.989,0.997,0.985,0.997,,,,,,,,,,,,,,,
307,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
308,0.989,0.996,0.986,0.997,,,,,,,,,,,,,,,
309,0.982,0.998,0.989,0.998,,,,,,,,,,,,,,,
310,0.991,0.997,0.989,0.997,,,,,,,,,,,,,,,
311,0.988,0.997,0.985,0.995,,,,,,,,,,,,,,,
312,0.989,0.997,0.985,0.996,,,,,,,,,,,,,,,
313,0.989,0.997,0.984,0.997,,,,,,,,,,,,,,,
314,0.991,0.997,0.987,0.998,,,,,,,,,,,,,,,
315,0.979,0.997,0.987,0.997,,,,,,,,,,,,,,,
316,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
317,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
318,0.986,0.997,0.988,0.997,,,,,,,,,,,,,,,
319,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
320,0.985,0.997,0.982,0.997,,,,,,,,,,,,,,,
321,0.988,0.997,0.987,0.998,,,,,,,,,,,,,,,
322,0.988,0.996,0.987,0.998,,,,,,,,,,,,,,,
323,0.989,0.996,0.987,0.997,,,,,,,,,,,,,,,
324,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
325,0.985,0.997,0.986,0.998,,,,,,,,,,,,,,,
326,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
327,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
328,0.987,0.997,0.986,0.997,,,,,,,,,,,,,,,
329,0.987,0.997,0.984,0.997,,,,,,,,,,,,,,,
330,0.987,0.997,0.985,0.996,,,,,,,,,,,,,,,
331,0.988,0.997,0.983,0.996,,,,,,,,,,,,,,,
332,0.987,0.997,0.984,0.997,,,,,,,,,,,,,,,
333,0.989,0.996,0.986,0.997,,,,,,,,,,,,,,,
334,0.986,0.997,0.985,0.998,,,,,,,,,,,,,,,
335,0.99,0.998,0.988,0.997,,,,,,,,,,,,,,,
336,0.986,0.997,0.979,0.996,,,,,,,,,,,,,,,
337,0.988,0.997,0.988,0.996,,,,,,,,,,,,,,,
338,0.984,0.997,0.989,0.997,,,,,,,,,,,,,,,
339,0.99,0.996,0.986,0.996,,,,,,,,,,,,,,,
340,0.986,0.997,0.981,0.996,,,,,,,,,,,,,,,
341,0.988,0.996,0.99,0.998,,,,,,,,,,,,,,,
342,0.984,0.997,0.986,0.997,,,,,,,,,,,,,,,
343,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
344,0.987,0.997,0.987,0.996,,,,,,,,,,,,,,,
345,0.989,0.997,0.988,0.995,,,,,,,,,,,,,,,
346,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
347,0.989,0.996,0.983,0.997,,,,,,,,,,,,,,,
348,0.985,0.997,0.985,0.997,,,,,,,,,,,,,,,
349,0.991,0.997,0.986,0.997,,,,,,,,,,,,,,,
350,0.985,0.997,0.986,0.996,,,,,,,,,,,,,,,
351,0.984,0.997,0.988,0.997,,,,,,,,,,,,,,,
352,0.987,0.996,0.988,0.996,,,,,,,,,,,,,,,
353,0.983,0.996,0.989,0.997,,,,,,,,,,,,,,,
354,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
355,0.991,0.997,0.99,0.996,,,,,,,,,,,,,,,
356,0.989,0.997,0.983,0.996,,,,,,,,,,,,,,,
357,0.986,0.997,0.987,0.997,,,,,,,,,,,,,,,
358,0.986,0.996,0.984,0.998,,,,,,,,,,,,,,,
359,0.987,0.997,0.985,0.997,,,,,,,,,,,,,,,
360,0.987,0.996,0.988,0.997,,,,,,,,,,,,,,,
361,0.988,0.996,0.987,0.997,,,,,,,,,,,,,,,
362,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
363,0.988,0.997,0.984,0.998,,,,,,,,,,,,,,,
364,0.982,0.997,0.986,0.997,,,,,,,,,,,,,,,
365,0.988,0.997,0.987,0.995,,,,,,,,,,,,,,,
366,0.986,0.998,0.984,0.997,,,,,,,,,,,,,,,
367,0.992,0.997,0.989,0.997,,,,,,,,,,,,,,,
368,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
369,0.985,0.998,0.983,0.998,,,,,,,,,,,,,,,
370,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
371,0.989,0.997,0.986,0.996,,,,,,,,,,,,,,,
372,0.989,0.995,0.984,0.997,,,,,,,,,,,,,,,
373,0.988,0.996,0.989,0.997,,,,,,,,,,,,,,,
374,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
375,0.988,0.997,0.988,0.997,,,,,,,,,,,,,,,
376,0.986,0.997,0.98,0.996,,,,,,,,,,,,,,,
377,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
378,0.99,0.997,0.988,0.996,,,,,,,,,,,,,,,
379,0.984,0.996,0.983,0.998,,,,,,,,,,,,,,,
380,0.99,0.997,0.986,0.996,,,,,,,,,,,,,,,
381,0.988,0.997,0.988,0.998,,,,,,,,,,,,,,,
382,0.989,0.996,0.986,0.997,,,,,,,,,,,,,,,
383,0.991,0.997,0.99,0.997,,,,,,,,,,,,,,,
384,0.985,0.997,0.989,0.995,,,,,,,,,,,,,,,
385,0.984,0.998,0.989,0.997,,,,,,,,,,,,,,,
386,0.987,0.996,0.983,0.997,,,,,,,,,,,,,,,
387,0.987,0.997,0.989,0.997,,,,,,,,,,,,,,,
388,0.986,0.997,0.987,0.995,,,,,,,,,,,,,,,
389,0.99,0.997,0.987,0.997,,,,,,,,,,,,,,,
390,0.988,0.997,0.985,0.995,,,,,,,,,,,,,,,
391,0.988,0.996,0.986,0.996,,,,,,,,,,,,,,,
392,0.991,0.995,0.99,0.997,,,,,,,,,,,,,,,
393,0.987,0.996,0.986,0.997,,,,,,,,,,,,,,,
394,0.985,0.997,0.987,0.998,,,,,,,,,,,,,,,
395,0.985,0.997,0.986,0.997,,,,,,,,,,,,,,,
396,0.988,0.996,0.988,0.997,,,,,,,,,,,,,,,
397,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
398,0.985,0.997,0.986,0.996,,,,,,,,,,,,,,,
399,0.99,0.997,0.985,0.997,,,,,,,,,,,,,,,
400,0.989,0.996,0.989,0.997,,,,,,,,,,,,,,,
401,0.986,0.996,0.987,0.997,,,,,,,,,,,,,,,
402,0.992,0.996,0.988,0.996,,,,,,,,,,,,,,,
403,0.986,0.997,0.989,0.996,,,,,,,,,,,,,,,
404,0.989,0.997,0.986,0.995,,,,,,,,,,,,,,,
405,0.987,0.997,0.985,0.997,,,,,,,,,,,,,,,
406,0.988,0.997,0.986,0.996,,,,,,,,,,,,,,,
407,0.988,0.997,0.985,0.997,,,,,,,,,,,,,,,
408,0.987,0.995,0.983,0.997,,,,,,,,,,,,,,,
409,0.987,0.996,0.983,0.996,,,,,,,,,,,,,,,
410,0.988,0.996,0.986,0.997,,,,,,,,,,,,,,,
411,0.989,0.995,0.985,0.997,,,,,,,,,,,,,,,
412,0.987,0.997,0.987,0.997,,,,,,,,,,,,,,,
413,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
414,0.988,0.997,0.984,0.996,,,,,,,,,,,,,,,
415,0.988,0.998,0.987,0.998,,,,,,,,,,,,,,,
416,0.99,0.995,0.989,0.997,,,,,,,,,,,,,,,
417,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
418,0.989,0.997,0.989,0.997,,,,,,,,,,,,,,,
