,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
99,0.984,0.996,0.992,0.996,,,,,,,,,,,,,,,
100,0.987,0.997,0.989,0.995,,,,,,,,,,,,,,,
101,0.981,0.997,0.988,0.996,,,,,,,,,,,,,,,
102,0.991,0.998,0.99,0.997,,,,,,,,,,,,,,,
103,0.994,0.997,0.98,0.998,,,,,,,,,,,,,,,
104,0.99,0.998,0.99,0.998,,,,,,,,,,,,,,,
105,0.992,0.998,0.988,0.995,,,,,,,,,,,,,,,
106,0.991,0.998,0.979,0.996,,,,,,,,,,,,,,,
107,0.99,0.993,0.987,0.996,,,,,,,,,,,,,,,
108,0.984,0.996,0.989,0.998,,,,,,,,,,,,,,,
109,0.99,0.998,0.99,0.998,,,,,,,,,,,,,,,
110,0.992,0.994,0.986,0.997,,,,,,,,,,,,,,,
111,0.982,0.998,0.98,0.997,,,,,,,,,,,,,,,
112,0.994,0.993,0.988,0.995,,,,,,,,,,,,,,,
113,0.988,0.995,0.983,0.997,,,,,,,,,,,,,,,
114,0.993,0.997,0.975,0.998,,,,,,,,,,,,,,,
115,0.987,0.996,0.981,0.996,,,,,,,,,,,,,,,
116,0.987,0.996,0.982,0.997,,,,,,,,,,,,,,,
117,0.986,0.997,0.989,0.999,,,,,,,,,,,,,,,
118,0.985,0.996,0.986,0.999,,,,,,,,,,,,,,,
119,0.989,0.997,0.993,0.998,,,,,,,,,,,,,,,
120,0.993,0.995,0.981,0.998,,,,,,,,,,,,,,,
121,0.984,0.998,0.982,0.997,,,,,,,,,,,,,,,
122,0.993,0.994,0.984,0.997,,,,,,,,,,,,,,,
123,0.988,0.998,0.99,0.999,,,,,,,,,,,,,,,
124,0.993,0.998,0.983,0.998,,,,,,,,,,,,,,,
125,0.988,0.997,0.987,0.994,,,,,,,,,,,,,,,
126,0.98,0.996,0.982,0.998,,,,,,,,,,,,,,,
127,0.995,0.994,0.984,0.997,,,,,,,,,,,,,,,
128,0.987,0.997,0.99,0.999,,,,,,,,,,,,,,,
129,0.989,0.997,0.981,0.998,,,,,,,,,,,,,,,
130,0.99,0.998,0.991,0.996,,,,,,,,,,,,,,,
131,0.992,0.996,0.986,0.997,,,,,,,,,,,,,,,
132,0.99,0.995,0.988,0.996,,,,,,,,,,,,,,,
133,0.988,0.996,0.985,0.998,,,,,,,,,,,,,,,
134,0.99,0.997,0.962,0.997,,,,,,,,,,,,,,,
135,0.992,0.995,0.982,0.997,,,,,,,,,,,,,,,
136,0.989,0.998,0.987,0.997,,,,,,,,,,,,,,,
137,0.986,0.998,0.979,0.997,,,,,,,,,,,,,,,
138,0.99,0.998,0.991,0.999,,,,,,,,,,,,,,,
139,0.99,0.998,0.987,0.997,,,,,,,,,,,,,,,
140,0.988,0.998,0.987,0.995,,,,,,,,,,,,,,,
141,0.985,0.998,0.979,0.995,,,,,,,,,,,,,,,
142,0.994,0.995,0.988,0.995,,,,,,,,,,,,,,,
143,0.985,0.997,0.987,0.998,,,,,,,,,,,,,,,
144,0.99,0.997,0.983,0.996,,,,,,,,,,,,,,,
145,0.986,0.998,0.983,0.995,,,,,,,,,,,,,,,
146,0.991,0.994,0.974,0.996,,,,,,,,,,,,,,,
147,0.99,0.997,0.991,0.999,,,,,,,,,,,,,,,
148,0.993,0.996,0.988,0.998,,,,,,,,,,,,,,,
149,0.987,0.997,0.992,0.997,,,,,,,,,,,,,,,
150,0.986,0.998,0.972,0.997,,,,,,,,,,,,,,,
151,0.989,0.998,0.989,0.997,,,,,,,,,,,,,,,
152,0.992,0.995,0.987,0.996,,,,,,,,,,,,,,,
153,0.988,0.997,0.977,0.998,,,,,,,,,,,,,,,
154,0.969,0.998,0.985,0.998,,,,,,,,,,,,,,,
155,0.989,0.993,0.992,0.997,,,,,,,,,,,,,,,
156,0.982,0.997,0.989,0.996,,,,,,,,,,,,,,,
157,0.986,0.998,0.989,0.998,,,,,,,,,,,,,,,
158,0.989,0.999,0.985,0.999,,,,,,,,,,,,,,,
159,0.988,0.998,0.985,0.997,,,,,,,,,,,,,,,
160,0.983,0.997,0.993,0.997,,,,,,,,,,,,,,,
161,0.983,0.999,0.99,0.998,,,,,,,,,,,,,,,
162,0.988,0.994,0.986,0.994,,,,,,,,,,,,,,,
163,0.983,0.998,0.99,0.996,,,,,,,,,,,,,,,
164,0.992,0.997,0.989,0.999,,,,,,,,,,,,,,,
165,0.992,0.998,0.982,0.999,,,,,,,,,,,,,,,
166,0.977,0.999,0.988,0.997,,,,,,,,,,,,,,,
167,0.992,0.994,0.986,0.996,,,,,,,,,,,,,,,
168,0.987,0.997,0.978,0.997,,,,,,,,,,,,,,,
169,0.982,0.994,0.978,0.997,,,,,,,,,,,,,,,
170,0.987,0.995,0.986,0.998,,,,,,,,,,,,,,,
171,0.982,0.998,0.99,0.999,,,,,,,,,,,,,,,
172,0.992,0.997,0.991,0.999,,,,,,,,,,,,,,,
173,0.99,0.997,0.993,0.998,,,,,,,,,,,,,,,
174,0.991,0.997,0.985,0.992,,,,,,,,,,,,,,,
175,0.985,0.996,0.992,0.998,,,,,,,,,,,,,,,
176,0.99,0.996,0.986,0.996,,,,,,,,,,,,,,,
177,0.98,0.995,0.988,0.997,,,,,,,,,,,,,,,
178,0.99,0.997,0.982,0.996,,,,,,,,,,,,,,,
179,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
180,0.989,0.997,0.986,0.998,,,,,,,,,,,,,,,
181,0.982,0.998,0.977,0.998,,,,,,,,,,,,,,,
182,0.991,0.993,0.988,0.998,,,,,,,,,,,,,,,
183,0.978,0.998,0.979,0.997,,,,,,,,,,,,,,,
184,0.984,0.997,0.983,0.994,,,,,,,,,,,,,,,
185,0.99,0.997,0.988,0.998,,,,,,,,,,,,,,,
186,0.979,0.997,0.978,0.996,,,,,,,,,,,,,,,
187,0.987,0.996,0.981,0.997,,,,,,,,,,,,,,,
188,0.994,0.998,0.989,0.998,,,,,,,,,,,,,,,
189,0.969,0.996,0.989,0.997,,,,,,,,,,,,,,,
190,0.99,0.997,0.988,0.999,,,,,,,,,,,,,,,
191,0.991,0.998,0.991,0.996,,,,,,,,,,,,,,,
192,0.992,0.998,0.983,0.997,,,,,,,,,,,,,,,
193,0.988,0.998,0.987,0.998,,,,,,,,,,,,,,,
194,0.991,0.997,0.986,0.996,,,,,,,,,,,,,,,
195,0.989,0.997,0.981,0.998,,,,,,,,,,,,,,,
196,0.987,0.998,0.987,0.998,,,,,,,,,,,,,,,
197,0.991,0.994,0.985,0.993,,,,,,,,,,,,,,,
198,0.981,0.997,0.985,0.995,,,,,,,,,,,,,,,
199,0.989,0.997,0.98,0.998,,,,,,,,,,,,,,,
200,0.989,0.996,0.992,0.998,,,,,,,,,,,,,,,
201,0.989,0.994,0.989,0.996,,,,,,,,,,,,,,,
202,0.979,0.995,0.993,0.996,,,,,,,,,,,,,,,
203,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
204,0.97,0.998,0.984,0.996,,,,,,,,,,,,,,,
205,0.988,0.996,0.987,0.997,,,,,,,,,,,,,,,
206,0.988,0.998,0.992,0.997,,,,,,,,,,,,,,,
207,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
208,0.982,0.998,0.986,0.997,,,,,,,,,,,,,,,
209,0.989,0.996,0.981,0.998,,,,,,,,,,,,,,,
210,0.99,0.997,0.988,0.997,,,,,,,,,,,,,,,
211,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
212,0.992,0.996,0.984,0.998,,,,,,,,,,,,,,,
213,0.99,0.995,0.991,0.996,,,,,,,,,,,,,,,
214,0.987,0.996,0.981,0.992,,,,,,,,,,,,,,,
215,0.991,0.996,0.987,0.998,,,,,,,,,,,,,,,
216,0.987,0.998,0.982,0.998,,,,,,,,,,,,,,,
217,0.988,0.997,0.983,0.994,,,,,,,,,,,,,,,
218,0.99,0.998,0.965,0.997,,,,,,,,,,,,,,,
219,0.979,0.997,0.988,0.998,,,,,,,,,,,,,,,
220,0.987,0.997,0.982,0.997,,,,,,,,,,,,,,,
221,0.984,0.998,0.988,0.997,,,,,,,,,,,,,,,
222,0.993,0.994,0.983,0.995,,,,,,,,,,,,,,,
223,0.99,0.997,0.98,0.997,,,,,,,,,,,,,,,
224,0.988,0.997,0.989,0.998,,,,,,,,,,,,,,,
225,0.986,0.995,0.989,0.997,,,,,,,,,,,,,,,
226,0.982,0.997,0.979,0.998,,,,,,,,,,,,,,,
227,0.986,0.997,0.982,0.996,,,,,,,,,,,,,,,
228,0.984,0.996,0.975,0.995,,,,,,,,,,,,,,,
229,0.983,0.998,0.987,0.998,,,,,,,,,,,,,,,
230,0.989,0.997,0.981,0.991,,,,,,,,,,,,,,,
231,0.991,0.996,0.983,0.993,,,,,,,,,,,,,,,
232,0.986,0.996,0.992,0.996,,,,,,,,,,,,,,,
233,0.991,0.995,0.989,0.997,,,,,,,,,,,,,,,
234,0.975,0.998,0.984,0.995,,,,,,,,,,,,,,,
235,0.988,0.996,0.991,0.998,,,,,,,,,,,,,,,
236,0.991,0.993,0.982,0.997,,,,,,,,,,,,,,,
237,0.989,0.997,0.992,0.997,,,,,,,,,,,,,,,
238,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
239,0.961,0.998,0.99,0.997,,,,,,,,,,,,,,,
240,0.989,0.995,0.987,0.996,,,,,,,,,,,,,,,
241,0.979,0.998,0.989,0.998,,,,,,,,,,,,,,,
242,0.986,0.996,0.98,0.998,,,,,,,,,,,,,,,
243,0.988,0.998,0.985,0.998,,,,,,,,,,,,,,,
244,0.99,0.997,0.983,0.998,,,,,,,,,,,,,,,
245,0.982,0.997,0.992,0.997,,,,,,,,,,,,,,,
246,0.99,0.993,0.987,0.997,,,,,,,,,,,,,,,
247,0.985,0.993,0.991,0.995,,,,,,,,,,,,,,,
248,0.987,0.997,0.987,0.995,,,,,,,,,,,,,,,
249,0.979,0.996,0.975,0.997,,,,,,,,,,,,,,,
250,0.987,0.997,0.984,0.998,,,,,,,,,,,,,,,
251,0.987,0.995,0.976,0.993,,,,,,,,,,,,,,,
252,0.974,0.996,0.992,0.999,,,,,,,,,,,,,,,
253,0.99,0.998,0.99,0.993,,,,,,,,,,,,,,,
254,0.986,0.996,0.986,0.999,,,,,,,,,,,,,,,
255,0.989,0.995,0.989,0.998,,,,,,,,,,,,,,,
256,0.99,0.996,0.989,0.997,,,,,,,,,,,,,,,
257,0.989,0.996,0.988,0.999,,,,,,,,,,,,,,,
258,0.98,0.998,0.988,0.996,,,,,,,,,,,,,,,
259,0.992,0.995,0.989,0.999,,,,,,,,,,,,,,,
260,0.987,0.997,0.983,0.994,,,,,,,,,,,,,,,
261,0.975,0.996,0.987,0.998,,,,,,,,,,,,,,,
262,0.992,0.997,0.983,0.995,,,,,,,,,,,,,,,
263,0.994,0.997,0.987,0.996,,,,,,,,,,,,,,,
264,0.962,0.996,0.986,0.997,,,,,,,,,,,,,,,
265,0.985,0.996,0.986,0.996,,,,,,,,,,,,,,,
266,0.992,0.995,0.985,0.997,,,,,,,,,,,,,,,
267,0.987,0.995,0.99,0.996,,,,,,,,,,,,,,,
268,0.992,0.994,0.989,0.994,,,,,,,,,,,,,,,
269,0.973,0.994,0.99,0.997,,,,,,,,,,,,,,,
270,0.988,0.996,0.987,0.998,,,,,,,,,,,,,,,
271,0.99,0.994,0.987,0.997,,,,,,,,,,,,,,,
272,0.989,0.996,0.987,0.996,,,,,,,,,,,,,,,
273,0.988,0.998,0.981,0.998,,,,,,,,,,,,,,,
274,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
275,0.988,0.994,0.989,0.996,,,,,,,,,,,,,,,
276,0.993,0.997,0.99,0.997,,,,,,,,,,,,,,,
277,0.99,0.994,0.983,0.993,,,,,,,,,,,,,,,
278,0.986,0.998,0.979,0.998,,,,,,,,,,,,,,,
279,0.99,0.998,0.989,0.994,,,,,,,,,,,,,,,
280,0.983,0.995,0.979,0.997,,,,,,,,,,,,,,,
281,0.985,0.996,0.987,0.997,,,,,,,,,,,,,,,
282,0.991,0.996,0.99,0.998,,,,,,,,,,,,,,,
283,0.991,0.995,0.988,0.997,,,,,,,,,,,,,,,
284,0.984,0.995,0.991,0.997,,,,,,,,,,,,,,,
285,0.983,0.997,0.987,0.994,,,,,,,,,,,,,,,
286,0.987,0.997,0.991,0.997,,,,,,,,,,,,,,,
287,0.987,0.997,0.99,0.998,,,,,,,,,,,,,,,
288,0.989,0.997,0.989,0.996,,,,,,,,,,,,,,,
289,0.994,0.996,0.987,0.993,,,,,,,,,,,,,,,
290,0.988,0.994,0.981,0.995,,,,,,,,,,,,,,,
291,0.99,0.997,0.983,0.998,,,,,,,,,,,,,,,
292,0.991,0.996,0.98,0.997,,,,,,,,,,,,,,,
293,0.99,0.996,0.974,0.997,,,,,,,,,,,,,,,
294,0.988,0.997,0.98,0.998,,,,,,,,,,,,,,,
295,0.986,0.998,0.984,0.998,,,,,,,,,,,,,,,
296,0.987,0.998,0.987,0.996,,,,,,,,,,,,,,,
297,0.994,0.996,0.986,0.996,,,,,,,,,,,,,,,
298,0.987,0.997,0.98,0.998,,,,,,,,,,,,,,,
299,0.99,0.997,0.985,0.997,,,,,,,,,,,,,,,
300,0.982,0.999,0.984,0.998,,,,,,,,,,,,,,,
301,0.99,0.998,0.988,0.993,,,,,,,,,,,,,,,
302,0.991,0.995,0.982,0.998,,,,,,,,,,,,,,,
303,0.991,0.996,0.991,0.997,,,,,,,,,,,,,,,
304,0.98,0.998,0.98,0.995,,,,,,,,,,,,,,,
305,0.99,0.997,0.981,0.994,,,,,,,,,,,,,,,
306,0.987,0.997,0.989,0.999,,,,,,,,,,,,,,,
307,0.992,0.997,0.984,0.998,,,,,,,,,,,,,,,
308,0.993,0.998,0.973,0.997,,,,,,,,,,,,,,,
309,0.988,0.996,0.99,0.997,,,,,,,,,,,,,,,
310,0.993,0.997,0.991,0.996,,,,,,,,,,,,,,,
311,0.979,0.996,0.984,0.999,,,,,,,,,,,,,,,
312,0.993,0.998,0.989,0.996,,,,,,,,,,,,,,,
313,0.992,0.996,0.986,0.996,,,,,,,,,,,,,,,
314,0.994,0.995,0.991,0.997,,,,,,,,,,,,,,,
315,0.989,0.996,0.988,0.998,,,,,,,,,,,,,,,
316,0.988,0.997,0.981,0.998,,,,,,,,,,,,,,,
317,0.988,0.997,0.982,0.997,,,,,,,,,,,,,,,
318,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
319,0.977,0.997,0.984,0.992,,,,,,,,,,,,,,,
320,0.984,0.996,0.989,0.997,,,,,,,,,,,,,,,
321,0.986,0.997,0.989,0.997,,,,,,,,,,,,,,,
322,0.992,0.997,0.99,0.998,,,,,,,,,,,,,,,
323,0.985,0.996,0.981,0.997,,,,,,,,,,,,,,,
324,0.986,0.997,0.986,0.995,,,,,,,,,,,,,,,
325,0.985,0.997,0.986,0.998,,,,,,,,,,,,,,,
326,0.992,0.998,0.988,0.998,,,,,,,,,,,,,,,
327,0.99,0.998,0.987,0.998,,,,,,,,,,,,,,,
328,0.983,0.995,0.981,0.997,,,,,,,,,,,,,,,
329,0.98,0.997,0.986,0.995,,,,,,,,,,,,,,,
330,0.982,0.997,0.988,0.999,,,,,,,,,,,,,,,
331,0.986,0.997,0.986,0.997,,,,,,,,,,,,,,,
332,0.993,0.996,0.99,0.996,,,,,,,,,,,,,,,
333,0.992,0.998,0.985,0.997,,,,,,,,,,,,,,,
334,0.989,0.997,0.992,0.997,,,,,,,,,,,,,,,
335,0.982,0.996,0.985,0.997,,,,,,,,,,,,,,,
336,0.981,0.998,0.982,0.999,,,,,,,,,,,,,,,
337,0.993,0.997,0.991,0.997,,,,,,,,,,,,,,,
338,0.988,0.997,0.988,0.995,,,,,,,,,,,,,,,
339,0.976,0.997,0.987,0.997,,,,,,,,,,,,,,,
340,0.984,0.997,0.989,0.994,,,,,,,,,,,,,,,
341,0.989,0.995,0.989,0.998,,,,,,,,,,,,,,,
342,0.995,0.997,0.989,0.999,,,,,,,,,,,,,,,
343,0.985,0.996,0.987,0.998,,,,,,,,,,,,,,,
344,0.993,0.995,0.983,0.998,,,,,,,,,,,,,,,
345,0.984,0.996,0.984,0.996,,,,,,,,,,,,,,,
346,0.98,0.997,0.986,0.998,,,,,,,,,,,,,,,
347,0.992,0.998,0.99,0.995,,,,,,,,,,,,,,,
348,0.982,0.996,0.991,0.998,,,,,,,,,,,,,,,
349,0.987,0.995,0.992,0.996,,,,,,,,,,,,,,,
350,0.992,0.996,0.992,0.992,,,,,,,,,,,,,,,
351,0.993,0.997,0.986,0.998,,,,,,,,,,,,,,,
352,0.987,0.997,0.984,0.998,,,,,,,,,,,,,,,
353,0.984,0.999,0.977,0.997,,,,,,,,,,,,,,,
354,0.989,0.997,0.984,0.998,,,,,,,,,,,,,,,
355,0.986,0.996,0.989,0.995,,,,,,,,,,,,,,,
356,0.987,0.997,0.987,0.997,,,,,,,,,,,,,,,
357,0.989,0.998,0.987,0.997,,,,,,,,,,,,,,,
358,0.987,0.998,0.987,0.998,,,,,,,,,,,,,,,
359,0.992,0.997,0.985,0.998,,,,,,,,,,,,,,,
360,0.982,0.998,0.981,0.997,,,,,,,,,,,,,,,
361,0.986,0.997,0.982,0.998,,,,,,,,,,,,,,,
362,0.993,0.996,0.978,0.996,,,,,,,,,,,,,,,
363,0.992,0.995,0.984,0.998,,,,,,,,,,,,,,,
364,0.995,0.998,0.99,0.995,,,,,,,,,,,,,,,
365,0.989,0.997,0.978,0.994,,,,,,,,,,,,,,,
366,0.986,0.995,0.99,0.998,,,,,,,,,,,,,,,
367,0.991,0.997,0.983,0.998,,,,,,,,,,,,,,,
368,0.989,0.997,0.979,0.998,,,,,,,,,,,,,,,
369,0.988,0.998,0.983,0.998,,,,,,,,,,,,,,,
370,0.989,0.996,0.982,0.996,,,,,,,,,,,,,,,
371,0.987,0.996,0.986,0.998,,,,,,,,,,,,,,,
372,0.988,0.989,0.988,0.996,,,,,,,,,,,,,,,
373,0.991,0.998,0.971,0.998,,,,,,,,,,,,,,,
374,0.988,0.997,0.986,0.998,,,,,,,,,,,,,,,
375,0.984,0.998,0.986,0.997,,,,,,,,,,,,,,,
376,0.992,0.997,0.981,0.997,,,,,,,,,,,,,,,
377,0.991,0.995,0.978,0.999,,,,,,,,,,,,,,,
378,0.988,0.996,0.98,0.997,,,,,,,,,,,,,,,
379,0.989,0.997,0.991,0.998,,,,,,,,,,,,,,,
380,0.988,0.997,0.991,0.999,,,,,,,,,,,,,,,
381,0.979,0.998,0.99,0.995,,,,,,,,,,,,,,,
382,0.99,0.997,0.985,0.995,,,,,,,,,,,,,,,
383,0.986,0.997,0.991,0.994,,,,,,,,,,,,,,,
384,0.981,0.995,0.987,0.997,,,,,,,,,,,,,,,
385,0.984,0.995,0.992,0.999,,,,,,,,,,,,,,,
386,0.992,0.996,0.994,0.998,,,,,,,,,,,,,,,
387,0.995,0.997,0.99,0.998,,,,,,,,,,,,,,,
388,0.986,0.997,0.989,0.997,,,,,,,,,,,,,,,
389,0.991,0.996,0.99,0.999,,,,,,,,,,,,,,,
390,0.989,0.996,0.992,0.994,,,,,,,,,,,,,,,
391,0.969,0.998,0.987,0.995,,,,,,,,,,,,,,,
392,0.986,0.998,0.977,0.997,,,,,,,,,,,,,,,
393,0.99,0.998,0.984,0.998,,,,,,,,,,,,,,,
394,0.991,0.997,0.988,0.998,,,,,,,,,,,,,,,
395,0.992,0.997,0.993,0.996,,,,,,,,,,,,,,,
396,0.99,0.998,0.982,0.997,,,,,,,,,,,,,,,
397,0.991,0.996,0.981,0.998,,,,,,,,,,,,,,,
398,0.986,0.994,0.964,0.991,,,,,,,,,,,,,,,
399,0.987,0.996,0.981,0.997,,,,,,,,,,,,,,,
400,0.992,0.997,0.987,0.996,,,,,,,,,,,,,,,
401,0.99,0.999,0.993,0.997,,,,,,,,,,,,,,,
402,0.99,0.995,0.987,0.996,,,,,,,,,,,,,,,
403,0.986,0.995,0.971,0.996,,,,,,,,,,,,,,,
404,0.99,0.997,0.99,0.994,,,,,,,,,,,,,,,
405,0.989,0.996,0.988,0.997,,,,,,,,,,,,,,,
406,0.988,0.997,0.993,0.997,,,,,,,,,,,,,,,
407,0.989,0.998,0.99,0.996,,,,,,,,,,,,,,,
408,0.99,0.998,0.979,0.993,,,,,,,,,,,,,,,
409,0.988,0.995,0.978,0.997,,,,,,,,,,,,,,,
410,0.99,0.997,0.986,0.997,,,,,,,,,,,,,,,
411,0.992,0.998,0.989,0.997,,,,,,,,,,,,,,,
412,0.988,0.998,0.989,0.995,,,,,,,,,,,,,,,
413,0.99,0.998,0.985,0.997,,,,,,,,,,,,,,,
414,0.994,0.997,0.986,0.995,,,,,,,,,,,,,,,
415,0.989,0.997,0.99,0.999,,,,,,,,,,,,,,,
416,0.992,0.995,0.991,0.997,,,,,,,,,,,,,,,
417,0.994,0.997,0.985,0.997,,,,,,,,,,,,,,,
418,0.984,0.999,0.984,0.999,,,,,,,,,,,,,,,
