,v,a,z,t,model,ntrials,npp,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,tau,nreps,full_speed,output_folder
0,0.989,0.997,0.986,0.998,,,,,,,,,,,,,,,
1,0.987,0.998,0.989,0.997,,,,,,,,,,,,,,,
2,0.985,0.997,0.984,0.997,,,,,,,,,,,,,,,
3,0.988,0.997,0.987,0.998,,,,,,,,,,,,,,,
4,0.988,0.996,0.989,0.997,,,,,,,,,,,,,,,
5,0.989,0.996,0.985,0.997,,,,,,,,,,,,,,,
6,0.989,0.996,0.986,0.997,,,,,,,,,,,,,,,
7,0.989,0.997,0.987,0.997,,,,,,,,,,,,,,,
8,0.988,0.996,0.986,0.997,,,,,,,,,,,,,,,
9,0.981,0.997,0.986,0.997,,,,,,,,,,,,,,,
10,0.99,0.996,0.986,0.997,,,,,,,,,,,,,,,
11,0.987,0.997,0.984,0.995,,,,,,,,,,,,,,,
12,0.99,0.997,0.987,0.998,,,,,,,,,,,,,,,
13,0.99,0.997,0.985,0.996,,,,,,,,,,,,,,,
14,0.986,0.997,0.986,0.996,,,,,,,,,,,,,,,
15,0.984,0.996,0.983,0.998,,,,,,,,,,,,,,,
16,0.983,0.997,0.987,0.997,,,,,,,,,,,,,,,
17,0.987,0.997,0.983,0.997,,,,,,,,,,,,,,,
18,0.988,0.997,0.986,0.997,,,,,,,,,,,,,,,
19,0.987,0.997,0.99,0.997,,,,,,,,,,,,,,,
20,0.989,0.997,0.99,0.997,,,,,,,,,,,,,,,
21,0.989,0.996,0.988,0.997,,,,,,,,,,,,,,,
22,0.986,0.998,0.987,0.997,,,,,,,,,,,,,,,
23,0.986,0.996,0.987,0.998,,,,,,,,,,,,,,,
24,0.987,0.996,0.987,0.997,,,,,,,,,,,,,,,
25,0.989,0.996,0.987,0.997,,,,,,,,,,,,,,,
26,0.989,0.996,0.986,0.998,,,,,,,,,,,,,,,
27,0.984,0.996,0.986,0.997,,,,,,,,,,,,,,,
28,0.988,0.996,0.985,0.996,,,,,,,,,,,,,,,
