,Statistic,PValue,model,ntrials,npp_group,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,par_ind,TypeIerror,nreps,full_speed,output_folder
0,-6.305296355489963,3.825906913867984e-10,,,,,,,,,,,,,,,,
1,-3.702683883520413,0.00012171245413525532,,,,,,,,,,,,,,,,
2,-5.981562306811381,2.4629460914292372e-09,,,,,,,,,,,,,,,,
3,-6.10582185400129,1.2161198285230583e-09,,,,,,,,,,,,,,,,
4,-6.845824635505107,1.4449632293670128e-11,,,,,,,,,,,,,,,,
5,-4.504053805172335,4.386214648080309e-06,,,,,,,,,,,,,,,,
6,-4.777016677976201,1.2529681965939803e-06,,,,,,,,,,,,,,,,
7,-4.367395410742137,8.027791344385934e-06,,,,,,,,,,,,,,,,
8,-5.780852094371801,7.51606299081287e-09,,,,,,,,,,,,,,,,
9,-2.6345790162953837,0.004376483854823261,,,,,,,,,,,,,,,,
10,-5.854079505390388,5.020249736040924e-09,,,,,,,,,,,,,,,,
11,-3.822866381133872,7.652044171716182e-05,,,,,,,,,,,,,,,,
12,-6.197999267813086,7.152372078610862e-10,,,,,,,,,,,,,,,,
13,-7.020247670570677,4.807667980415656e-12,,,,,,,,,,,,,,,,
14,-5.771538779540302,7.909625116639567e-09,,,,,,,,,,,,,,,,
15,-3.6004928058458483,0.00017887009887407532,,,,,,,,,,,,,,,,
16,-6.719791373309265,3.159100400540228e-11,,,,,,,,,,,,,,,,
17,-4.355775042920031,8.44519896078125e-06,,,,,,,,,,,,,,,,
18,-4.822706359124452,1.0099484969763304e-06,,,,,,,,,,,,,,,,
19,-4.107036105884483,2.433239066266195e-05,,,,,,,,,,,,,,,,
20,-5.346750807816208,7.562866488383495e-08,,,,,,,,,,,,,,,,
21,-4.497721878085489,4.512319393816876e-06,,,,,,,,,,,,,,,,
22,-5.048521983592094,3.394932747839685e-07,,,,,,,,,,,,,,,,
23,-6.265946181565458,4.817296896132904e-10,,,,,,,,,,,,,,,,
24,-5.184178240013107,1.7296047586760654e-07,,,,,,,,,,,,,,,,
25,-5.463464799783795,4.1234737189017934e-08,,,,,,,,,,,,,,,,
26,-4.347733297445294,8.746131183097035e-06,,,,,,,,,,,,,,,,
27,-6.0737995643393745,1.4602568633861085e-09,,,,,,,,,,,,,,,,
28,-6.278917187562129,4.4655119275641504e-10,,,,,,,,,,,,,,,,
29,-5.312114365136048,9.03604546201483e-08,,,,,,,,,,,,,,,,
