,Statistic,PValue,model,ntrials,npp_group,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,par_ind,TypeIerror,nreps,full_speed,output_folder
0,-2.9873702877611836,0.0016315918121075506,,,,,,,,,,,,,,,,
1,-1.055280107212719,0.14645410205180096,,,,,,,,,,,,,,,,
2,-1.7067963486000834,0.04491221611471542,,,,,,,,,,,,,,,,
3,-2.190824712407976,0.014964619440112691,,,,,,,,,,,,,,,,
4,-2.4238874689861283,0.008242173687782068,,,,,,,,,,,,,,,,
5,-1.098809212668219,0.13676141814549658,,,,,,,,,,,,,,,,
6,-2.162718682230863,0.016033348893075335,,,,,,,,,,,,,,,,
7,-0.528687530819351,0.29888205274139235,,,,,,,,,,,,,,,,
8,-2.7562133205827397,0.0032677547234750562,,,,,,,,,,,,,,,,
9,-2.3218018933924647,0.010760263319617712,,,,,,,,,,,,,,,,
10,-0.8345284953783983,0.20262162115800741,,,,,,,,,,,,,,,,
11,-1.5467210678892407,0.06196557923604148,,,,,,,,,,,,,,,,
12,-2.321796833969686,0.010760403271333612,,,,,,,,,,,,,,,,
13,0.24462236960279124,0.40353311962842503,,,,,,,,,,,,,,,,
14,-2.903113156498868,0.002111749537294638,,,,,,,,,,,,,,,,
15,-0.880337510061783,0.19000678526099835,,,,,,,,,,,,,,,,
16,-1.014755683995285,0.15588685323468032,,,,,,,,,,,,,,,,
17,-1.6568067945661664,0.04977150095490337,,,,,,,,,,,,,,,,
18,-2.7830312356458737,0.0030212014404021196,,,,,,,,,,,,,,,,
19,-0.03354983291718195,0.48663923654986185,,,,,,,,,,,,,,,,
20,-0.5412296304785424,0.2945558085921932,,,,,,,,,,,,,,,,
21,-2.7618667103445067,0.0032143090421918197,,,,,,,,,,,,,,,,
22,-1.28934932394,0.09958049155007209,,,,,,,,,,,,,,,,
23,0.017461419582737323,0.49304527062735115,,,,,,,,,,,,,,,,
24,-2.032214959251185,0.02190341044438489,,,,,,,,,,,,,,,,
25,-1.4136010869917193,0.07972313463238438,,,,,,,,,,,,,,,,
26,-2.3708337423933354,0.009476853753178253,,,,,,,,,,,,,,,,
27,-2.3232613372033377,0.010719959503312008,,,,,,,,,,,,,,,,
28,0.7484955041702943,0.22763704479702151,,,,,,,,,,,,,,,,
29,-2.019805542558181,0.02254678904301367,,,,,,,,,,,,,,,,
30,-1.7077996321146078,0.04481878542016623,,,,,,,,,,,,,,,,
31,-0.15696846757192973,0.43773505098183596,,,,,,,,,,,,,,,,
32,-1.9966521365995118,0.02379025050402713,,,,,,,,,,,,,,,,
33,-2.2188974745992764,0.0139594187438025,,,,,,,,,,,,,,,,
34,-1.2431867089630193,0.10782031463464273,,,,,,,,,,,,,,,,
35,-0.787202104570118,0.21617140569132265,,,,,,,,,,,,,,,,
36,-2.0802023931659055,0.019560701312707943,,,,,,,,,,,,,,,,
37,-0.39757272065927873,0.3457408890439989,,,,,,,,,,,,,,,,
38,-0.2470543635157173,0.402593437163527,,,,,,,,,,,,,,,,
39,-1.2946246956557437,0.09866926416023458,,,,,,,,,,,,,,,,
40,-1.4894361856690947,0.06918298261893714,,,,,,,,,,,,,,,,
41,-1.436604239383452,0.07640381632386486,,,,,,,,,,,,,,,,
42,-1.6128603441280895,0.05438521812787954,,,,,,,,,,,,,,,,
