,Statistic,PValue,model,ntrials,npp_group,mean_v,mean_a,mean_z,mean_t,std_v,std_a,std_z,std_t,par_ind,TypeIerror,nreps,full_speed,output_folder
0,-4.896199090904572,7.114567771121964e-07,,,,,,,,,,,,,,,,
1,-5.0197286975563316,3.9100609144203035e-07,,,,,,,,,,,,,,,,
2,-4.570843721830403,3.2462070622042463e-06,,,,,,,,,,,,,,,,
3,-4.897745469458792,7.061986639072068e-07,,,,,,,,,,,,,,,,
4,-5.3973815605957824,5.8206970792574886e-08,,,,,,,,,,,,,,,,
5,-4.038961808803693,3.22154264794628e-05,,,,,,,,,,,,,,,,
6,-4.4753557750988895,4.986178691711659e-06,,,,,,,,,,,,,,,,
7,-4.8418848169022795,9.220953714917725e-07,,,,,,,,,,,,,,,,
8,-6.755493935041167,2.53404892716697e-11,,,,,,,,,,,,,,,,
9,-4.956722830661842,5.314198568319267e-07,,,,,,,,,,,,,,,,
10,-5.113462002144748,2.462698637496928e-07,,,,,,,,,,,,,,,,
11,-4.423746981115056,6.268416779811763e-06,,,,,,,,,,,,,,,,
12,-3.418083082506655,0.00034785518478446393,,,,,,,,,,,,,,,,
13,-5.061913788602326,3.1783290409391534e-07,,,,,,,,,,,,,,,,
14,-4.601226487044252,2.827427416109554e-06,,,,,,,,,,,,,,,,
15,-7.793705401013173,2.8676037666077896e-14,,,,,,,,,,,,,,,,
16,-7.8120104724674215,2.5285150126022086e-14,,,,,,,,,,,,,,,,
17,-5.451575890604455,4.3883934056084364e-08,,,,,,,,,,,,,,,,
18,-5.269878714563696,1.1211899432746359e-07,,,,,,,,,,,,,,,,
19,-3.947323035841383,4.6716716816926574e-05,,,,,,,,,,,,,,,,
20,-5.960299149517754,2.77589662586658e-09,,,,,,,,,,,,,,,,
21,-5.30303674683687,9.466038439065325e-08,,,,,,,,,,,,,,,,
22,-5.118414923297473,2.4028045026956815e-07,,,,,,,,,,,,,,,,
23,-6.352189712518197,2.9030229617070433e-10,,,,,,,,,,,,,,,,
24,-4.019959429440159,3.481649115438842e-05,,,,,,,,,,,,,,,,
25,-3.971914311277475,4.231151559609694e-05,,,,,,,,,,,,,,,,
26,-5.369430465992318,6.72755091808307e-08,,,,,,,,,,,,,,,,
27,-5.184542439651391,1.7264423631375493e-07,,,,,,,,,,,,,,,,
28,-6.00316246120433,2.18039112472985e-09,,,,,,,,,,,,,,,,
29,-4.960498813266143,5.217835926057657e-07,,,,,,,,,,,,,,,,
30,-4.556324623579198,3.46677706537808e-06,,,,,,,,,,,,,,,,
31,-4.501747997411388,4.431739971011183e-06,,,,,,,,,,,,,,,,
32,-5.926959687967933,3.3462804109275794e-09,,,,,,,,,,,,,,,,
33,-5.27630312247495,1.0850892425364367e-07,,,,,,,,,,,,,,,,
34,-3.8898105567630763,5.877713817888037e-05,,,,,,,,,,,,,,,,
35,-6.882750891382468,1.1466441640520954e-11,,,,,,,,,,,,,,,,
36,-3.9064618901593744,5.501188604824361e-05,,,,,,,,,,,,,,,,
37,-4.968658587644916,5.015330818762267e-07,,,,,,,,,,,,,,,,
38,-4.334873645197818,9.248772537609417e-06,,,,,,,,,,,,,,,,
39,-5.497751299924172,3.443586960732096e-08,,,,,,,,,,,,,,,,
